carbon_source,exchange_id,reaction_id,reaction_name,subsystem,gpr,off_genes,n_off_genes,wt_flux,flag
L-Malic Acid,EX_mal__L_e,URIt2pp_copy2,Uridine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
L-Malic Acid,EX_mal__L_e,XTSNt2rpp,Xanthosine transport via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FDMO,FMNH2-dependent monooxygenase,Other,b0935,b0935,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ACACt2pp,Acetoacetate transport via proton symport  (periplasm),Transport,b2223,b2223,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Inorganic ion,b1896,b1896,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DRPA,Deoxyribose-phosphate aldolase,Nucleotide metabolism,b4381,b4381,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TREH,"Alpha,alpha-trehalase",Other,b3519,b3519,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ACt4pp,Na+/Acetate symport (periplasm),Transport,b4067,b4067,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ADNt2pp_copy2,Adenosine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ARGAGMt7pp,Arginine/agmatine antiport (periplasm),Transport,b4115,b4115,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ASPt2_2pp,Aspartate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALTtexi,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CITt7pp,Citrate transport via succinate antiport (periplasm),Transport,b0612,b0612,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CRNt7pp,Carnitine/butyrobetaine antiporter (periplasm),Transport,b0040,b0040,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GLCtex_copy1,Glucose transport via diffusion (extracellular to periplasm),Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FUCtpp,L-fucose transport via proton symport (periplasm),Transport,b2801,b2801,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FUMt2_2pp,Fumarate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CYNTt2pp,Cyanate transport via proton symport (periplasm),Transport,b0341,b0341,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TREHpp,"Alpha,alpha-trehalase (periplasm)",Other,b1197,b1197,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CYTDt2pp_copy2,Cytidine transport in via proton symport (periplasm),Transport,b2406,b2406,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",Transport,b3909,b3909,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALTTRtexi,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALTTTRtexi,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALTPTtexi,MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ASPO3,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ASPO5,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ASPO4,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GLYOX3,Glyoxalase III,Other,b1967,b1967,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FDMO3,FMNH2-dependent monooxygenase (ethanesulfonate),Other,b0935,b0935,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FDMO4,FMNH2-dependent monooxygenase (butanesulfonate),Other,b0935,b0935,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ENTERES,Enterochelin Esterase,Other,b0585,b0585,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LYXI,Lyxose isomerase,Other,b3903,b3903,1,0.0,applied
L-Malic Acid,EX_mal__L_e,BUTt2rpp,"Butyrate transport via proton symport, reversible (periplasm)",Transport,b2223,b2223,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CADVtpp,Lysine/Cadaverine antiporter (periplasm),Transport,b4132,b4132,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LADGMDH,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,Amino acid metabolism,b1326,b1326,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ALAGLUE,L-alanyl-gamma-glutamate epimerase,Other,b1325,b1325,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GGGABAH,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,Amino acid metabolism,b1298,b1298,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FRULYSK,Fructoselysine Kinase,Amino acid metabolism,b3374,b3374,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FDMO6,FMNH2-dependent monooxygenase (sulfoacetate),Glyoxylate/Acetate,b0935,b0935,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GALM2pp,Aldose-1-epimerase,Other,b0756,b0756,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LA4NTpp,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",Transport,b2257,b2257,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CRNt8pp,L-carnitine/D-carnitine antiporter (periplasm),Transport,b0040,b0040,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CRNt2rpp,L-carnitine outward transport (H+ antiport),Transport,b4111,b4111,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CRNDt2rpp,D-carnitine outward transport (H+ antiport),Transport,b4111,b4111,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CTBTt2rpp,Cronobetaine outward transport (H+ antiport),Transport,b4111,b4111,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GPDDA1pp,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),Other,b2239,b2239,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GPDDA5pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),Other,b2239,b2239,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FEOXAMR1,Ferroxamine reductase,Other,b4367,b4367,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FEOXAMR2,Ferroxamine reductase,Other,b4367,b4367,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FEOXAMR3,Ferroxamine reductase,Other,b4367,b4367,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FDMO2,FMNH2-dependent monooxygenase (methanesulfonate),Other,b0935,b0935,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LALGP,L-alanyl-gamma-L-glutamate peptidase,Other,b0237,b0237,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ARABDI,L-fucose isomerase,Sugar catabolism,b2802,b2802,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SKMt2pp,Shikimate transport in via proton symport (periplasm),Transport,b1981,b1981,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FE2t2pp,Iron (II) transport in via proton symport (periplasm),Transport,b2392,b2392,1,0.0,applied
L-Malic Acid,EX_mal__L_e,R15BPK,"Ribose-1,5-bisphosphokinase",Other,b4094,b4094,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALt2_2pp,Malate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DDCAtexi,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TTDCAtexi,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,HDCAtexi,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,RMNtpp,L-rhamnose transport via proton symport (periplasm),Transport,b3907,b3907,1,0.0,applied
L-Malic Acid,EX_mal__L_e,NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),Transport,b0019,b0019,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FRULYSDG,Fructoselysine phosphate deglycase,Amino acid metabolism,b3371,b3371,1,0.0,applied
L-Malic Acid,EX_mal__L_e,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",Transport,b4265,b4265,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LYXt2pp,L-Lyxose transport via proton symport (periplasm),Transport,b3907,b3907,1,0.0,applied
L-Malic Acid,EX_mal__L_e,OCDCAtexi,Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,OCDCEAtexi,Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ASNNpp,L-asparaginase,Other,b2957,b2957,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GLUNpp,Glutaminase,Other,b2957,b2957,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ALLPI,Allose 6-phosphate isomerase,Inorganic ion,b4090,b4090,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GPDDA3pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),Amino acid metabolism,b2239,b2239,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GPDDA4pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),Other,b2239,b2239,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),Other,b2239,b2239,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",Transport,b4242,b4242,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),Transport,b2240,b2240,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),Transport,b4067,b4067,1,0.0,applied
L-Malic Acid,EX_mal__L_e,14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,RMK,Rhamnulokinase,Other,b3904,b3904,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DAAD,D-Amino acid dehydrogenase,Amino acid metabolism,b1189,b1189,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ACONMT,Trans-aconitate methyltransferase,Other,b1519,b1519,1,0.0,applied
L-Malic Acid,EX_mal__L_e,NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,Nucleotide metabolism,b0931,b0931,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CRNCAR,Carnitine-CoA racemase,Other,b0036,b0036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,Nucleotide metabolism,b1991,b1991,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SADH,Succinylarginine dihydrolase,Amino acid metabolism,b1745,b1745,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ABUTD,Aminobutyraldehyde dehydrogenase,Amino acid metabolism,b1444,b1444,1,0.0,applied
L-Malic Acid,EX_mal__L_e,NTP5,Nucleoside-triphosphatase (CTP),Nucleotide metabolism,b4161,b4161,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GALCTD,Galactarate dehydratase,Other,b3128,b3128,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MLTG4,Maltodextrin glucosidase (maltohexaose),Other,b0403,b0403,1,0.0,applied
L-Malic Acid,EX_mal__L_e,UDPGDC,UDP-glucuronate C-4'' decarboxylase,Sugar catabolism,b2255,b2255,1,0.0,applied
L-Malic Acid,EX_mal__L_e,UDPKAAT,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,Amino acid metabolism,b2253,b2253,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ULA4NFT,UDP-L-Ara4N formyltransferase,Other,b2255,b2255,1,0.0,applied
L-Malic Acid,EX_mal__L_e,UPLA4FNT,Undecaprenyl phosphate-L-Ara4FN transferase,Inorganic ion,b2254,b2254,1,0.0,applied
L-Malic Acid,EX_mal__L_e,UPLA4FNF,Undecaprenyl phosphate-L-Ara4FN formylase,Inorganic ion,b2256,b2256,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MCITD,2-methylcitrate dehydratase,Other,b0334,b0334,1,0.0,applied
L-Malic Acid,EX_mal__L_e,AMALT2,Amylomaltase (maltotetraose),Other,b3416,b3416,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MLTP1,Maltodextrin phosphorylase (maltopentaose),Other,b3417,b3417,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MNt2pp,Manganese (Mn+2) transport in via proton symport (periplasm),Transport,b2392,b2392,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CYSDDS,D-cysteine desulfhydrase,Amino acid metabolism,b1919,b1919,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GALKr,Galactokinase,Other,b0757,b0757,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GALCTND,Galactonate dehydratase,Sugar catabolism,b4478,b4478,1,0.0,applied
L-Malic Acid,EX_mal__L_e,AMALT4,Amylomaltase (maltohexaose),Other,b3416,b3416,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CFAS160G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)",Fatty acid metabolism,b1661,b1661,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TTDCEAtexi,Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,HDCEAtexi,Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport,b2344,b2344,1,0.0,applied
L-Malic Acid,EX_mal__L_e,HEXt2rpp,"Hexanoate transport via proton symport, reversible (periplasm)",Transport,b2223,b2223,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SERD_D,D-serine deaminase,Amino acid metabolism,b2366,b2366,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GGPTRCO,Gamma glutamyl putrescine oxidase,Oxidative phosphorylation,b1301,b1301,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALTHXtexi,Maltohexaose transport via diffusion (extracellular to periplasm) irreversible,Transport,b4036,b4036,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TPRDCOAS,Triphosphoribosyl-dephospho-CoA synthase,Nucleotide metabolism,b0613,b0613,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DHBS,"2,3-dihydroxybenzoate adenylate synthase",Other,b0594,b0594,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MLTG5,Maltodextrin glucosidase (maltoheptaose),Other,b0403,b0403,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DSBGGT,DsbG:glutathione thiotransferase,Oxidative stress,b0604,b0604,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CFAS160E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",Fatty acid metabolism,b1661,b1661,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CFAS180E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",Fatty acid metabolism,b1661,b1661,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CFAS180G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",Fatty acid metabolism,b1661,b1661,1,0.0,applied
L-Malic Acid,EX_mal__L_e,UM4PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,Amino acid metabolism,b4233,b4233,1,0.0,applied
L-Malic Acid,EX_mal__L_e,5DGLCNt2rpp,"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)",Transport,b4265,b4265,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GALCTNt2pp,D-galactonate transport via proton symport (periplasm),Transport,b3691,b3691,1,0.0,applied
L-Malic Acid,EX_mal__L_e,OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),Transport,b3528,b3528,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FRULYSE,Fructoselysine 3-epimerase,Amino acid metabolism,b4474,b4474,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FRULYSt2pp,Fructoselysine transport via proton symport (periplasm),Transport,b3370,b3370,1,0.0,applied
L-Malic Acid,EX_mal__L_e,PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),Transport,b3370,b3370,1,0.0,applied
L-Malic Acid,EX_mal__L_e,OXCDC,Oxalyl-CoA decarboxylase,Other,b2373,b2373,1,0.0,applied
L-Malic Acid,EX_mal__L_e,UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,Amino acid metabolism,b4233,b4233,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GALCTLO,L-galactonate oxidoreductase,Sugar catabolism,b4358,b4358,1,0.0,applied
L-Malic Acid,EX_mal__L_e,3AMACHYD,3-aminoacrylate hydrolase,Amino acid metabolism,b1009,b1009,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LDGUNPD,Linear diguanylate phosphodiesterase,Nucleotide metabolism,b1285,b1285,1,0.0,applied
L-Malic Acid,EX_mal__L_e,BMOCOS,Bis-molybdenum cofactor synthase,Other,b0827,b0827,1,0.0,applied
L-Malic Acid,EX_mal__L_e,BWCOS,Tungsten bispterin cofactor synthase,Other,b0827,b0827,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FOMETRi,Aminomethyltransferase,Amino acid metabolism,b2912,b2912,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MPTSS,Molybdopterin synthase sulfurylase,Cofactor biosynthesis,b0826,b0826,1,0.0,applied
L-Malic Acid,EX_mal__L_e,WCOS,Tungsten pterin cofactor synthase,Other,b0827,b0827,1,0.0,applied
L-Malic Acid,EX_mal__L_e,URACPAH,Peroxyureidoacrylate hydrolase,Other,b1011,b1011,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FE3DHBZS3R,"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH",Amino acid metabolism,b3070,b3070,1,0.0,applied
L-Malic Acid,EX_mal__L_e,AP4AS,Ap4A synthetase,Other,b4129,b4129,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ALLTAMH2,Allantoate amidinohydrolase,Other,b0516,b0516,1,0.0,applied
L-Malic Acid,EX_mal__L_e,POAACR,Peroxyaminoacrylate reductase,Amino acid metabolism,b1010,b1010,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FEENTERES,Enterochelin Esterase (Fe containing),Other,b0585,b0585,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FEENTERR4,Fe-enterobactin reduction via nadph,Iron acquisition,b3070,b3070,1,0.0,applied
L-Malic Acid,EX_mal__L_e,TARTt2_3pp,D-tartrate transport via proton symport (3 H) (periplasm),Transport,b4123,b4123,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SUCTARTtpp,Succinate:D-tartrate antiporter (periplasm),Transport,b4123,b4123,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SQVOSI,Sulfoquinovose isomerase,Other,b3880,b3880,1,0.0,applied
L-Malic Acid,EX_mal__L_e,6D6SPA,6-deoxy-6-sulfofructose-1-phosphate aldolase,Inorganic ion,b3881,b3881,1,0.0,applied
L-Malic Acid,EX_mal__L_e,GHBDHx,Gamma-hydroxybutyrate dehydrogenase (NADH),Other,b3882,b3882,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SHGO,S-2-hydroxyglutarate oxidase,Oxidative phosphorylation,b2660,b2660,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ACOXT,Acetyl-CoA:oxalate CoA-transferase,Other,b2371,b2371,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CHOLATEtpp,Cholate transport via proton antiport,Transport,b4337,b4337,1,0.0,applied
L-Malic Acid,EX_mal__L_e,DC6PDA,Chito-oligosaccharide mono-deacetylase,Other,b1733,b1733,1,0.0,applied
L-Malic Acid,EX_mal__L_e,5DGLCNR,5-dehydro-D-gluconate reductase,Sugar catabolism,b4266,b4266,1,0.0,applied
L-Malic Acid,EX_mal__L_e,LCTStpp,Lactose transport via proton symport (periplasm),Transport,b0343,b0343,1,0.0,applied
L-Malic Acid,EX_mal__L_e,RU5PP,Ribulose-5-Phosphate Phosphatase,Inorganic ion,b2293,b2293,1,0.0,applied
L-Malic Acid,EX_mal__L_e,6D6SFK,6-deoxy-6-sulfofructose kinase,Other,b3883,b3883,1,0.0,applied
L-Malic Acid,EX_mal__L_e,3SLAR,3-sulfolactaldehyde reductase,Other,b3882,b3882,1,0.0,applied
L-Malic Acid,EX_mal__L_e,CPL,Carbon-phosphorous lyase,Other,b4098,b4098,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FE3DCITR5,Ferric-dicitrate reductase via nadph,Other,b3070,b3070,1,0.0,applied
L-Malic Acid,EX_mal__L_e,SERtpp,L-serine export via facilitated transport,Transport,b1533,b1533,1,0.0,applied
L-Malic Acid,EX_mal__L_e,AMPNTAT,Aminoalkylphosphonate N-acetyltransferase,Amino acid metabolism,b4093,b4093,1,0.0,applied
L-Malic Acid,EX_mal__L_e,RPNTPH,RPnTP hydrolase,Other,b4095,b4095,1,0.0,applied
L-Malic Acid,EX_mal__L_e,PRCPD,"5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",Inorganic ion,b4092,b4092,1,0.0,applied
L-Malic Acid,EX_mal__L_e,ACP1p,Acid phosphatase (FMN),Other,b0383,b0383,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MC6PH,Monoacetylchitobiose-6-phosphate hydrolase,Inorganic ion,b1734,b1734,1,0.0,applied
L-Malic Acid,EX_mal__L_e,FORCT,Formyl-CoA Transferase,Other,b2374,b2374,1,0.0,applied
L-Malic Acid,EX_mal__L_e,MOCOS,Molybdenum cofactor synthase,Other,b0827,b0827,1,0.0,applied
L-Malic Acid,EX_mal__L_e,I4FE4SR,ISC [4Fe-4S] Reduction,Other,b2529,b2529,1,0.00011,applied
L-Malic Acid,EX_mal__L_e,PPM,Phosphopentomutase,Other,b4383,b4383,1,-0.00028,applied
L-Malic Acid,EX_mal__L_e,PUNP1,Purine-nucleoside phosphorylase (Adenosine),Nucleotide metabolism,b4384,b4384,1,-0.00028,applied
L-Malic Acid,EX_mal__L_e,FESR,Iron-sulfur cluster repair,Iron acquisition,b4209,b4209,1,0.00321,applied
L-Malic Acid,EX_mal__L_e,TRPAS2,Tryptophanase (L-tryptophan),Amino acid metabolism,b3708,b3708,1,-0.02337,applied
L-Malic Acid,EX_mal__L_e,GTHOr,Glutathione oxidoreductase,Oxidative stress,b3500,b3500,1,0.11251,applied
L-Malic Acid,EX_mal__L_e,GLUt4pp,Na+/glutamate symport (periplasm),Transport,b3653,b3653,1,1000.0,applied
L-Malic Acid,EX_mal__L_e,SHCHD2,Sirohydrochlorin dehydrogenase (NAD),Other,b3368,b3368,1,9e-05,relaxed_FlagB
L-Malic Acid,EX_mal__L_e,SHCHF,Sirohydrochlorin ferrochelatase,Other,b3368,b3368,1,9e-05,relaxed_FlagB
L-Malic Acid,EX_mal__L_e,UPP3MT,Uroporphyrinogen methyltransferase,Cofactor biosynthesis,b3368,b3368,1,9e-05,relaxed_FlagB
L-Malic Acid,EX_mal__L_e,ASPO6,L-aspartate oxidase,Oxidative phosphorylation,b2574,b2574,1,0.00094,relaxed_FlagB
L-Malic Acid,EX_mal__L_e,BPNT,"3',5'-bisphosphate nucleotidase",Inorganic ion,b4214,b4214,1,0.10176,relaxed_FlagB
D-Malic Acid,EX_mal__D_e,ACS,Acetyl-CoA synthetase,Glyoxylate/Acetate,b4069,b4069,1,0.0,applied
D-Malic Acid,EX_mal__D_e,RBK,Ribokinase,Other,b3752,b3752,1,0.0,applied
D-Malic Acid,EX_mal__D_e,GLYK,Glycerol kinase,Other,b3926,b3926,1,0.0,applied
D-Malic Acid,EX_mal__D_e,CDPPH,CDP phosphohydrolase,Other,b3614,b3614,1,0.0,applied
D-Malic Acid,EX_mal__D_e,NDP7,Nucleoside diphosphatase  UDP,Nucleotide metabolism,b3614,b3614,1,0.0,applied
D-Malic Acid,EX_mal__D_e,GTHOr,Glutathione oxidoreductase,Oxidative stress,b3500,b3500,1,0.0,applied
D-Malic Acid,EX_mal__D_e,POX,Pyruvate oxidase,Oxidative phosphorylation,b0871,b0871,1,0.0,applied
D-Malic Acid,EX_mal__D_e,TMDPP,Thymidine phosphorylase,Nucleotide metabolism,b4382,b4382,1,0.0,applied
D-Malic Acid,EX_mal__D_e,PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),Nucleotide metabolism,b4384,b4384,1,0.0,applied
D-Malic Acid,EX_mal__D_e,PUNP7,Purine-nucleoside phosphorylase (Xanthosine),Nucleotide metabolism,b2407,b2407,1,0.0,applied
D-Malic Acid,EX_mal__D_e,G6PDA,Glucosamine-6-phosphate deaminase,Inorganic ion,b0678,b0678,1,0.0,applied
D-Malic Acid,EX_mal__D_e,RMI,L-rhamnose isomerase,Sugar catabolism,b3903,b3903,1,0.0,applied
D-Malic Acid,EX_mal__D_e,EDD,6-phosphogluconate dehydratase,Sugar catabolism,b1851,b1851,1,0.0,applied
D-Malic Acid,EX_mal__D_e,DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",Other,b0596,b0596,1,0.0,applied
D-Malic Acid,EX_mal__D_e,ICHORT,Isochorismatase,Other,b0595,b0595,1,0.0,applied
D-Malic Acid,EX_mal__D_e,RBK_L1,L-ribulokinase (L-ribulose),Other,b0063,b0063,1,0.0,applied
D-Malic Acid,EX_mal__D_e,GLCRAL,5-dehydro-4-deoxyglucarate aldolase,Other,b3126,b3126,1,0.0,applied
D-Malic Acid,EX_mal__D_e,ARGDC,Arginine decarboxylase,Amino acid metabolism,b4117,b4117,1,0.0,applied
D-Malic Acid,EX_mal__D_e,UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,Inorganic ion,b0758,b0758,1,0.0,applied
D-Malic Acid,EX_mal__D_e,MNNH,D-mannonate hydrolyase,Other,b4322,b4322,1,0.0,applied
D-Malic Acid,EX_mal__D_e,DDGLK,2-dehydro-3-deoxygluconokinase,Other,b3526,b3526,1,0.0,applied
D-Malic Acid,EX_mal__D_e,XYLI2,Xylose isomerase,Sugar catabolism,b3565,b3565,1,0.0,applied
D-Malic Acid,EX_mal__D_e,UDPG4E,UDPglucose 4-epimerase,Other,b0759,b0759,1,0.0,applied
D-Malic Acid,EX_mal__D_e,LACZ,B-galactosidase,Other,b0344,b0344,1,0.0,applied
