substrate,ko_gene,ko_gene_name,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
D-Mannitol,b2415,ptsH,single,MNLptspp,MNLpts,Mannitol transport via PEP:Pyr PTS,mnx:MNXR101677,mnx,iJR904,2,b2415 and b2416 and b3599,0.8191,0.8191,100.0,1,1
D-Mannitol,b2416,ptsI,single,MNLptspp,MNLpts,Mannitol transport via PEP:Pyr PTS,mnx:MNXR101677,mnx,iJR904,2,b2415 and b2416 and b3599,0.8191,0.8191,100.0,1,1
D-Mannitol,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.8191,0.8191,100.0,4,1
D-Mannitol,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.8191,0.8191,100.0,4,1
D-Mannitol,b3600,mtlD,single,M1PD,MNXR37190; MNXR83262,kegg:R00758; rhea:19661,ec:1.1.1.17,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.8191,0.8191,100.0,2,1
D-Mannitol,b3919,tpiA,single,TPI,MNXR51088; TPIh,rhea:18585; Triosephosphate isomerase,ec:5.3.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.8191,0.8191,100.0,2,1
D-Mannose,b1613,manA,single,MAN6PI,MNXR35641; MNXR83276; MPAKI,metacyc:MANNPISOM-RXN; rhea:12356; D-mannose-6-phosphate aldose-ketose-isomerase,ec:5.3.1.8,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.80914,100.0,3,1
D-Mannose,b1817,manX,single,MANptspp,MANpts,D-mannose transport via PEP:Pyr PTS,mnx:MNXR101401,mnx,iJR904,2,b2415 and b2416 and b1818 and b1819 and b1817,0.80914,0.80914,100.0,1,1
D-Mannose,b1818,manY,single,MANptspp,MANpts,D-mannose transport via PEP:Pyr PTS,mnx:MNXR101401,mnx,iJR904,2,b2415 and b2416 and b1818 and b1819 and b1817,0.80914,0.80914,100.0,1,1
D-Mannose,b1819,manZ,single,MANptspp,MANpts,D-mannose transport via PEP:Pyr PTS,mnx:MNXR101401,mnx,iJR904,2,b2415 and b2416 and b1818 and b1819 and b1817,0.80914,0.80914,100.0,1,1
D-Mannose,b2415,ptsH,single,MANptspp,MANpts,D-mannose transport via PEP:Pyr PTS,mnx:MNXR101401,mnx,iJR904,2,b2415 and b2416 and b1818 and b1819 and b1817,0.80914,0.80914,100.0,1,1
D-Mannose,b2416,ptsI,single,MANptspp,MANpts,D-mannose transport via PEP:Pyr PTS,mnx:MNXR101401,mnx,iJR904,2,b2415 and b2416 and b1818 and b1819 and b1817,0.80914,0.80914,100.0,1,1
D-Melibiose,b0757,galK,single,GALKr,GALKh; MNXR20373; MNXR32659,"rhea:13553; seed:rxn00808; Galactokinase, chloroplast",ec:2.7.1.6,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,3,1
D-Melibiose,b0758,galT,single,UGLT,MNXR70038,rhea:13989,ec:2.7.7.12,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b0759,galE,single,UDPG4E,MNXR6118; MNXR70029; UAG4E; UAG4Ei,kegg:R02984; rhea:22168; UDP-N-acetylglucosamine 4-epimerase; UDP N acetylglucosamine 4 epimerase,ec:5.1.3.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,4,1
D-Melibiose,b2388,glk,single,HEX1,HEX1_1,Hexokinase (D-glucose:ATP),bigg:HEX1,bigg,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b2388,glk,single,HEX1,ABFPT; ABFPTh; AM6PTh; GLUKA; GLUKAh; HEX10; HEX7; MNXR11794; MNXR15182; MNXR59240; MNXR59300; MNXR59413; MNXR59417; MNXR73684; MNXR73729; MNXR73755; MNXR73821; MNXR73976; MNXR73980; MNXR84820; MNXR84834; r0354; r0355; r0360; r0361; r0363; r0364,"Hexokinase (D-fructose:ATP); kegg:R01139; kegg:R02868; kegg:R01140; kegg:R01964; kegg:R02865; kegg:R00725; kegg:R01327; kegg:R01965; metacyc:HEXOKINASE-RXN; kegg:R02850; kegg:R02849; kegg:R01330; kegg:R00876; kegg:R02867; Hexokinase (D-glucosamine:ATP); ATP:D-mannose 6-phosphotransferase, chloroplast; Glucokinase/hexokinase (glc-A); Glucokinase/hexokinase, chloroplast (glc-A); Glycolysis / Glyconeogenesis EC:2.7.1.1; ATP:D-fructose 6-phosphotransferase; ATP:D-fructose 6-phosphotransferase, chloroplast",ec:2.7.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0394,1.08608,1.08608,100.0,27,1
D-Melibiose,b2388,glk,single,HEX1,GLUK,Glucokinase,ec:2.7.1.2,ec,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b4119,melA,single,GALS3,DGGH; EMGH; EPMGH; GALIGH; GALS1; GALS2; GALS4; GGGH; GGLGH; MELTGH; MGHB; MLGH; MNXR26679; MNXR31035; MNXR31508; MNXR32322; MNXR35877; MNXR68809; MNXR69130; MNXR69430; MNXR74198; MNXR79744; MTGH; OAGMIG; RAFGH; RGH; STACHGALACT; SYGH; r0627,kegg:R02926; kegg:R01104; kegg:R04019; kegg:R01194; kegg:R03634; kegg:R01103; kegg:R01101; kegg:R05549; kegg:R01329; rhea:28663; Alpha D glucoside glucohydrase; 1 alpha D Galactosyl myo inositol galactohydrolase; Melibiitol galactohydrolase; Galactosylglycerol galactohydrolase; 3-O-alpha-D-Galactosyl-1D-myo-inositol galactohydrolase; Raffinose galactohydrolase; A galactosidase  galactomannan ; A galactosidase  stachyose ; Epimelibiose galactohydrolase; STACHGALACT; Melibiose galactohydrolase (glc-B); Manninotriose galactohydrolase; Stachyose galactohydrolase; A galactosidase  galactose oligosaccharides ; Galactosylglycerol galactohydrolase Galactose metabolism EC:3.2.1.22 EC:3.2.1.23,ec:3.2.1.22,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,29,1
D-Ribose,b3752,rbsK,single,RBK,DRBK; MNXR34453; MNXR69847; MNXR71263; MNXR82393,rhea:30871; kegg:R02750; rhea:13697; seed:rxn00772; Deoxyribokinase,ec:2.7.1.15,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,5,1
D-Saccharic Acid,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.60246,0.60246,100.0,1,1
D-Saccharic Acid,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.60246,0.60246,100.0,3,1
D-Saccharic Acid,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.60246,0.60246,100.0,2,1
D-Saccharic Acid,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.60246,0.60246,100.0,4,1
D-Saccharic Acid,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.60246,0.60246,100.0,4,1
D-Saccharic Acid,b3126,garL,single,GLCRAL,GLCRAL_1; MNXR2674; MNXR6097,rhea:27726; rhea:10268; 5 dehydro 4 deoxyglucarate aldolase,ec:4.1.2.20,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.60246,0.60246,100.0,3,1
D-Serine,b1702,ppsA,single,PPS,MNXR4414,rhea:11364,ec:2.7.9.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.30869,0.30869,100.0,1,1
D-Serine,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.30869,0.30869,100.0,3,1
D-Serine,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.30869,0.30869,100.0,2,1
D-Serine,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.30869,100.0,4,1
D-Serine,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.30869,100.0,4,1
D-Serine,b3731,atpC,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3731,atpC,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3732,atpD,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3732,atpD,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3733,atpG,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3733,atpG,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3734,atpA,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3734,atpA,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3735,atpH,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3735,atpH,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3736,atpF,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3736,atpF,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3737,atpE,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3737,atpE,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b3738,atpB,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.30869,0.30869,100.0,1,1
D-Serine,b3738,atpB,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.30869,0.30869,100.0,11,1
D-Serine,b4208,cycA,single,DSERt2pp,DSERt2,D-serine transport via proton symport,mnx:MNXR97798,mnx,iJR904,2,b4208,0.30852,0.30869,99.9,1,1
D-Sorbitol,b2415,ptsH,single,SBTptspp,SBTpts,D-sorbitol transport via PEP:Pyr PTS,mnx:MNXR104290,mnx,iJR904,2,b2703 and b2415 and b2702 and b2416 and b2704,0.8191,0.8191,100.0,1,1
D-Sorbitol,b2416,ptsI,single,SBTptspp,SBTpts,D-sorbitol transport via PEP:Pyr PTS,mnx:MNXR104290,mnx,iJR904,2,b2703 and b2415 and b2702 and b2416 and b2704,0.8191,0.8191,100.0,1,1
D-Sorbitol,b2702,srlA,single,SBTptspp,SBTpts,D-sorbitol transport via PEP:Pyr PTS,mnx:MNXR104290,mnx,iJR904,2,b2703 and b2415 and b2702 and b2416 and b2704,0.8191,0.8191,100.0,1,1
D-Sorbitol,b2703,srlE,single,SBTptspp,SBTpts,D-sorbitol transport via PEP:Pyr PTS,mnx:MNXR104290,mnx,iJR904,2,b2703 and b2415 and b2702 and b2416 and b2704,0.8191,0.8191,100.0,1,1
D-Sorbitol,b2704,srlB,single,SBTptspp,SBTpts,D-sorbitol transport via PEP:Pyr PTS,mnx:MNXR104290,mnx,iJR904,2,b2703 and b2415 and b2702 and b2416 and b2704,0.8191,0.8191,100.0,1,1
D-Sorbitol,b2705,srlD,single,SBTPD,MNXR36195; MNXR84172,metacyc:SORB6PDEHYDROG-RXN; rhea:19837,ec:1.1.1.140,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.8191,0.8191,100.0,2,1
D-Trehalose,b2388,glk,single,HEX1,HEX1_1,Hexokinase (D-glucose:ATP),bigg:HEX1,bigg,universal_model,2,,1.10711,1.10711,100.0,1,1
D-Trehalose,b2388,glk,single,HEX1,ABFPT; ABFPTh; AM6PTh; GLUKA; GLUKAh; HEX10; HEX7; MNXR11794; MNXR15182; MNXR59240; MNXR59300; MNXR59413; MNXR59417; MNXR73684; MNXR73729; MNXR73755; MNXR73821; MNXR73976; MNXR73980; MNXR84820; MNXR84834; r0354; r0355; r0360; r0361; r0363; r0364,"Hexokinase (D-fructose:ATP); kegg:R01139; kegg:R02868; kegg:R01140; kegg:R01964; kegg:R02865; kegg:R00725; kegg:R01327; kegg:R01965; metacyc:HEXOKINASE-RXN; kegg:R02850; kegg:R02849; kegg:R01330; kegg:R00876; kegg:R02867; Hexokinase (D-glucosamine:ATP); ATP:D-mannose 6-phosphotransferase, chloroplast; Glucokinase/hexokinase (glc-A); Glucokinase/hexokinase, chloroplast (glc-A); Glycolysis / Glyconeogenesis EC:2.7.1.1; ATP:D-fructose 6-phosphotransferase; ATP:D-fructose 6-phosphotransferase, chloroplast",ec:2.7.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0394,1.10711,1.10711,100.0,27,1
D-Trehalose,b2388,glk,single,HEX1,GLUK,Glucokinase,ec:2.7.1.2,ec,universal_model,2,,1.10711,1.10711,100.0,1,1
D-Trehalose,b2415,ptsH,single,TREptspp,MNXR5126; MNXR92351; MNXR93116; MNXR93119; MNXR93120; TREpts,Trehalose transport via PEP:Pyr PTS; rhea:42400; rhea:42484; rhea:42436; rhea:37359; seed:rxn02005,ec:2.7.1.69,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0,6,1
D-Trehalose,b2416,ptsI,single,TREptspp,MNXR5126; MNXR92351; MNXR93116; MNXR93119; MNXR93120; TREpts,Trehalose transport via PEP:Pyr PTS; rhea:42400; rhea:42484; rhea:42436; rhea:37359; seed:rxn02005,ec:2.7.1.69,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0,6,1
D-Trehalose,b2417,crr,single,TREptspp,MNXR5126; MNXR92351; MNXR93116; MNXR93119; MNXR93120; TREpts,Trehalose transport via PEP:Pyr PTS; rhea:42400; rhea:42484; rhea:42436; rhea:37359; seed:rxn02005,ec:2.7.1.69,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0,6,1
D-Trehalose,b4239,treC,single,TRE6PH,MAL6PG; MNXR71380,rhea:20421; Maltose 6  phosphate glucosidase,ec:3.2.1.122,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.10711,1.10711,100.0,2,1
D-Trehalose,b4240,treB,single,TREptspp,MNXR5126; MNXR92351; MNXR93116; MNXR93119; MNXR93120; TREpts,Trehalose transport via PEP:Pyr PTS; rhea:42400; rhea:42484; rhea:42436; rhea:37359; seed:rxn02005,ec:2.7.1.69,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0,6,1
D-Xylose,b3565,xylA,single,XYLI1,ARAI; MNXR79324; MNXR84422; MNXR84821; XYLI2,Xylose isomerase; L-arabinose isomerase; rhea:22816; kegg:R00878; rhea:28546,ec:5.3.1.5,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b3565,0.71116,0.71116,100.0,5,1
Fructose-6-Phosphate,b3666,uhpT,single,F6Pt6_2pp,F6Pt6_2,Fructose 6 phosphate transport via phosphate antiport,mnx:MNXR99079,mnx,universal_model,2,,0.86887,0.86887,100.0,1,1
Fumaric Acid,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.40511,0.40511,100.0,3,1
Fumaric Acid,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.40511,0.40511,100.0,2,1
Fumaric Acid,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,4,1
Fumaric Acid,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,4,1
Fumaric Acid,b3731,atpC,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3731,atpC,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Fumaric Acid,b3732,atpD,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3732,atpD,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Fumaric Acid,b3733,atpG,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3733,atpG,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Fumaric Acid,b3734,atpA,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3734,atpA,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Fumaric Acid,b3735,atpH,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3735,atpH,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
