substrate,ko_gene,ko_gene_name,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
Fumaric Acid,b3736,atpF,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3736,atpF,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Fumaric Acid,b3737,atpE,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3737,atpE,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Fumaric Acid,b3738,atpB,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
Fumaric Acid,b3738,atpB,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
Glucose-6-Phosphate,b3666,uhpT,single,G6Pt6_2pp,G6Pt6_2,Glucose-6-phosphate transport via phosphate antiport,mnx:MNXR99913,mnx,iJR904,2,b3666,0.86887,0.86887,100.0,1,1
Glycerol,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.48553,0.48553,100.0,1,1
Glycerol,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.48553,0.48553,100.0,3,1
Glycerol,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.48553,0.48553,100.0,2,1
Glycerol,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.48553,100.0,4,1
Glycerol,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.48553,100.0,4,1
Glycerol,b3919,tpiA,single,TPI,MNXR51088; TPIh,rhea:18585; Triosephosphate isomerase,ec:5.3.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.48553,100.0,2,1
Glycerol,b3945,gldA,single,GLYCDx,ALCD22_L; MNXR69172; MNXR86334,kegg:R10717; rhea:13769; Alcohol dehydrogenase (L-lactaldehyde),ec:1.1.1.6,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.48553,0.48553,100.0,3,1
Inosine,b0411,tsx,single,INStex,INSt; INStl; INStm,Inosine facilated transport in mitochondria; Inosine transport (diffusion); Inosine facilated transport from lysosome,mnx:MNXR100849,mnx,universal_model,2,,0.84503,0.84503,100.0,3,1
L-Arabinose,b0062,araA,single,ARAI,MNXR5440,rhea:14821,ec:5.3.1.4,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.71116,0.71116,100.0,1,1
L-Arabinose,b0062,araA,single,ARAI,MNXR79324; MNXR84422; MNXR84821; XYLI1; XYLI2,Xylose isomerase; rhea:22816; kegg:R00878; rhea:28546,ec:5.3.1.5,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b3565,0.71116,0.71116,100.0,5,1
L-Arabinose,b0063,araB,single,RBK_L1,MNXR5448; RBK_Dr,rhea:22072; D-ribulokinase (D-ribulose),ec:2.7.1.16,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71116,0.71116,100.0,2,1
L-Aspartic Acid,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.40511,0.40511,100.0,3,1
L-Aspartic Acid,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.40511,0.40511,100.0,2,1
L-Aspartic Acid,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,4,1
L-Aspartic Acid,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,4,1
L-Aspartic Acid,b3403,pck,single,PPCK,MNXR4383; PPCKm,"rhea:18617; Phosphoenolpyruvate carboxykinase, mitochondria",ec:4.1.1.49,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,2,1
L-Aspartic Acid,b3731,atpC,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3731,atpC,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3732,atpD,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3732,atpD,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3733,atpG,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3733,atpG,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3734,atpA,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3734,atpA,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3735,atpH,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3735,atpH,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3736,atpF,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3736,atpF,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3737,atpE,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3737,atpE,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Aspartic Acid,b3738,atpB,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Aspartic Acid,b3738,atpB,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.40511,0.40511,100.0,11,1
L-Fucose,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.64547,0.64547,100.0,1,1
L-Fucose,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.64547,0.64547,100.0,3,1
L-Fucose,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.64547,0.64547,100.0,2,1
L-Fucose,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,4,1
L-Fucose,b2801,fucP,single,FUCtpp,FUCt,L-fucose transport via proton symport,mnx:MNXR99703,mnx,iJR904,2,b2801,0.64547,0.64547,100.0,1,1
L-Fucose,b2802,fucI,single,FCI,ARABDI; MNXR81718; r0598,L-fucose isomerase; rhea:13849; L-Fucose ketol-isomerase Fructose and mannose metabolism EC:5.3.1.25,ec:5.3.1.3,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b2802,0.64547,0.64547,100.0,3,1
L-Fucose,b2803,fucK,single,FCLK,MNXR2193,rhea:12376,ec:2.7.1.51,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.64547,0.64547,100.0,1,1
L-Fucose,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,4,1
L-Fucose,b3919,tpiA,single,TPI,MNXR51088; TPIh,rhea:18585; Triosephosphate isomerase,ec:5.3.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.64547,100.0,2,1
L-Galactonic Acid,b1521,uxaB,single,TAGURr,MNXR4977,rhea:17813,ec:1.1.1.58,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.71209,0.71209,100.0,1,1
L-Galactonic Acid,b1850,eda,single,EDA,DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,ec:4.1.2.55,ec,iML1515,1,b4477,0.71209,0.71209,100.0,1,1
L-Galactonic Acid,b3091,uxaA,single,ALTRH,MNXR686,rhea:15957,ec:4.2.1.7,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.71209,0.71209,100.0,1,1
L-Galactonic Acid,b3526,kdgK,single,DDGLK,DDGALK,2-dehydro-3-deoxygalactonokinase,ec:2.7.1.178,ec,iML1515,1,b3693,0.71209,0.71209,100.0,1,1
L-Galactonic Acid,b4356,lgoT,single,GALCTNLt2pp,GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),direct_restore,direct_restore,no_library_analogue,0,b4356,0.71209,0.71209,100.0,1,1
L-Galactonic Acid,b4358,lgoD,single,GALCTLO,GALCTLO,L-galactonate oxidoreductase,direct_restore,direct_restore,no_library_analogue,0,b4358,0.71209,0.71209,100.0,1,1
L-Lactic Acid,b1702,ppsA,single,PPS,MNXR4414,rhea:11364,ec:2.7.9.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.34195,0.34195,100.0,3,1
L-Lactic Acid,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.34195,0.34195,100.0,2,1
L-Lactic Acid,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.34195,0.34195,100.0,4,1
L-Lactic Acid,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.34195,0.34195,100.0,4,1
L-Lactic Acid,b3731,atpC,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3731,atpC,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3732,atpD,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3732,atpD,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3733,atpG,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3733,atpG,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3734,atpA,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3734,atpA,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3735,atpH,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3735,atpH,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3736,atpF,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3736,atpF,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3737,atpE,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3737,atpE,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Lactic Acid,b3738,atpB,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.34195,0.34195,100.0,1,1
L-Lactic Acid,b3738,atpB,single,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.34195,0.34195,100.0,11,1
L-Malic Acid,b1779,gapA,single,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
L-Malic Acid,b1779,gapA,single,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.40511,0.40511,100.0,3,1
L-Malic Acid,b1779,gapA,single,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.40511,0.40511,100.0,2,1
L-Malic Acid,b2779,eno,single,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,4,1
L-Malic Acid,b2926,pgk,single,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.40511,100.0,4,1
L-Malic Acid,b3731,atpC,single,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.40511,0.40511,100.0,1,1
