substrate,ko_gene1,ko_gene2,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
D-Melibiose,b0954,b3846,double,CTECOAI6; CTECOAI7,CTECOAI6; CTECOAI7; CTECOAI8; MNXR69222; MNXR74325; MNXR80399; MNXR9719,3-cis-2-trans-enoyl-CoA isomerase; seed:rxn08706; kegg:R04756; seed:rxn09038; rhea:23716,ec:5.3.3.8,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b3846,1.08608,1.08608,100.0,7,2
D-Melibiose,b0954,b3846,double,T2DECAI,T2DECAI,Trans-2-decenoyl-ACP isomerase,direct_restore,direct_restore,no_library_analogue,0,b0954,1.0779,1.08608,99.2,1,1
D-Melibiose,b0954,b2836,double,AACPS4,AACPS4_1,Long-chain-fatty-acid-[acyl-carrier-protein] ligase (16:1(9Z)),bigg:AACPS4,bigg,universal_model,2,,1.07243,1.08608,98.7,1,1
D-Melibiose,b0954,b2836,double,AACPS2,AACPS1; AACPS1_1; AACPS3; AACPS3_1; AACPS6; AACPS6_1; AACPS8; MNXR50749,Acyl-[acyl-carrier-protein] synthetase (n-C14:0); Acyl-[acyl-carrier-protein] synthetase  (n-C16:0); Acyl-[acyl-carrier-protein] synthetase  (n-C10:0); Acyl-[acyl-carrier-protein] synthetase  (n-C18:0); metacyc:RXN-13266; Long-chain-fatty-acid-[acyl-carrier-protein] ligase (14:0); Long-chain-fatty-acid-[acyl-carrier-protein] ligase (16:0); Long-chain-fatty-acid-[acyl-carrier-protein] ligase (18:0),ec:6.2.1.20,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b1094 and b2836,1.07043,1.08608,98.6,8,1
D-Melibiose,b1190,b4053,double,ALAR,ALAR_copy1; ALAR_copy2; MNXR626,Alanine racemase; rhea:20249,ec:5.1.1.1,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda,2,b4053,1.08608,1.08608,100.0,3,1
D-Melibiose,b1378,b3924,double,FLDR2; POR5,FLDR2; POR5,Pyruvate synthase; Flavodoxin reductase (NADPH),direct_restore,direct_restore,no_library_analogue,0,(b1378 and b0684) or (b1378 and b2895),1.08608,1.08608,100.0,2,2
D-Melibiose,b1622,b3008,double,CYSTL,CYSTRS,Cysteinyl-tRNA synthetase,bigg:CYSTL,bigg,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b1622,b3008,double,CYSTL,CBL; CTINBL; CYSDS; CYSLYSL; CYSTBL; CYSTLp; MNXR68614; MNXR74367; MNXR84182; SELCYSTL; SELCYSTLh; TRPAS1,"Cysteine Desulfhydrase; metacyc:RXN-12729; seed:rxn03379; rhea:13965; Cystathione b lyase  peroxisomal; L-Cystine Lysteine-lyase (deaminating); Selenocystathionine L-homocysteine-lyase (deaminating), cytosol; Cystathionine beta-lyase, cystine; Cystathionine beta-lyase; Selenocystathionine L-homocysteine-lyase (deaminating), chloroplast; Tryptophanase  L cysteine ",ec:4.4.1.8,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b3008 or b3708,1.08608,1.08608,100.0,12,1
D-Melibiose,b1692,b3281,double,SHK3Dr,SKDH,Shikimate dehydrogenase,ec:1.1.1.25,ec,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b1692,b3281,double,SHK3Dr,MNXR8388; QUINDH,Quinate dehydrogenase; rhea:18425,ec:1.1.1.282,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b1692,1.08608,1.08608,100.0,2,1
D-Melibiose,b1702,b1779,double,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b1702,b1779,double,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,1.08608,1.08608,100.0,3,1
D-Melibiose,b1702,b1779,double,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,1.08608,1.08608,100.0,2,1
D-Melibiose,b1702,b2926,double,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,4,1
D-Melibiose,b1702,b2779,double,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,4,1
D-Melibiose,b1702,b2779,double,PPS,MNXR4414,rhea:11364,ec:2.7.9.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.65998,1.08608,60.8,1,1
D-Melibiose,b1761,b3213,double,GLUDy,GLUDy_1,Glutamate dehydrogenase (NADP),bigg:GLUDy,bigg,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b1761,b3213,double,GLUDy; GLUSy,GAM; GDH_nadp; GLUDy; GLUDym; GLUN; GLUNm; GLUNpp; GLUS_nadph; GLUSy; MNXR31609,"Glutaminase; Glutamate synthase (NADPH); rhea:15501; Glutamate dehydrogenase [NAD(P)+]; Glutamate dehydrogenase (NADP), mitochondrial; Glutaminase (mitochondrial); Glutamate dehydrogenase (NADP)",ec:1.4.1.13,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,1.08608,1.08608,100.0,10,2
D-Melibiose,b1761,b3213,double,GLUDy,GDH; GDH1; GDHm; GLUDxi,"Glutamate dehydrogenase  NAD ; Glutamate dehydrogenase (NAD); Glutamate dehydrogenase, mitochondria; Glutamate dehydrogenase",ec:1.4.1.3,ec,universal_model,2,,1.08608,1.08608,100.0,4,1
D-Melibiose,b1779,b3738,double,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.61534,1.08608,56.7,1,1
D-Melibiose,b1779,b3738,double,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.61534,1.08608,56.7,3,1
D-Melibiose,b1779,b3738,double,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.61534,1.08608,56.7,2,1
D-Melibiose,b1779,b3738,double,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.50627,1.08608,46.6,1,1
D-Melibiose,b1779,b3738,double,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.50627,1.08608,46.6,11,1
D-Melibiose,b1849,b2500,double,GARFT,FGFTh; FGFTm; FPGFTh; FPGFTm; MNXR15637; MNXR2551,"rhea:15053; rhea:31131; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, chloroplast; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, mitochondria; 10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase, chloroplast; 10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase, mitochondria",ec:2.1.2.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,6,1
D-Melibiose,b1849,b2500,double,GART,GART,GAR transformylase-T,direct_restore,direct_restore,no_library_analogue,0,b1849,1.08301,1.08608,99.7,1,1
D-Melibiose,b1852,b3386,double,G6PDH2r,G6PBDH; G6PBDHh; G6PDH1; G6PDH1er; G6PDH2er,"Glucose 6 phosphate dehydrogenase  endoplasmic reticulum; Glucose-6-phosphate dehydrogenase, endoplasmic reticulum; Beta-D-Glucose-6-phosphate NADP+ 1-oxoreductase; G6PDH1; Glucose 6-phosphate dehydrogenase (g6p-B)",ec:1.1.1.363,ec,universal_model,2,,1.08608,1.08608,100.0,5,1
D-Melibiose,b1852,b3386,double,G6PDH2r,G6PADH; G6PADHh; MNXR25081,bigg:G6PADH; Glucose-6-phosphate-1-dehydrogenase (g6p-A); Glucose 6-phosphate dehydrogenase (g6p-A),ec:1.1.1.49,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,3,1
D-Melibiose,b1852,b3386,double,RPE,MNXR4653; RPEh,rhea:13677; D-Ribulose-5-Phosphate 3-Epimerase,ec:5.1.3.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,2,1
D-Melibiose,b1852,b4025,double,PGI,G6PI; G6PI2; G6PI3; G6PI_1; G6PIh; MNXR31472; MNXR35757; MNXR82946; MNXR83637; MNXR91750; PGIA; PGIAh; PGIBh,"seed:rxn02380; rhea:11816; metacyc:RXN-6182; kegg:R00771; metacyc:PGLUCISOM-RXN; Glucose 6 phosphate isomerase; Glucose-6-phosphate isomerase, chloroplast; Glucose-6-phosphate isomerase (g6p-A); Glucose-6-phosphate isomerase, chloroplast (g6p-B); Glucose-6-phosphate isomerase (g6p-B); Glucose-6-phosphate isomerase; Glucose-6-phosphate isomerase, chloroplast (g6p-A)",ec:5.3.1.9,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,13,1
D-Melibiose,b2029,b3386,double,GND,GNDer; PGDHh,"Phosphogluconate dehydrogenase, endoplasmic reticulum; 6-phosphogluconate dehydrogenase",ec:1.1.1.351,ec,universal_model,2,,1.08608,1.08608,100.0,2,1
D-Melibiose,b2029,b3386,double,RPE,MNXR4653; RPEh,rhea:13677; D-Ribulose-5-Phosphate 3-Epimerase,ec:5.1.3.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,2,1
D-Melibiose,b2029,b4025,double,PGI,G6PI; G6PI2; G6PI3; G6PI_1; G6PIh; MNXR31472; MNXR35757; MNXR82946; MNXR83637; MNXR91750; PGIA; PGIAh; PGIBh,"seed:rxn02380; rhea:11816; metacyc:RXN-6182; kegg:R00771; metacyc:PGLUCISOM-RXN; Glucose 6 phosphate isomerase; Glucose-6-phosphate isomerase, chloroplast; Glucose-6-phosphate isomerase (g6p-A); Glucose-6-phosphate isomerase, chloroplast (g6p-B); Glucose-6-phosphate isomerase (g6p-B); Glucose-6-phosphate isomerase; Glucose-6-phosphate isomerase, chloroplast (g6p-A)",ec:5.3.1.9,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,13,1
D-Melibiose,b2414,b2421,double,CYSS,ACSERL; ACSERLh; ACSERLm; ACSERSULL; ACSERSULLh; ACSERSULLm; AHSERL4; CYSS_1; CYSS_2; CYSS_trdrd; MNXR1354; MNXR81550; SLCYSS,"rhea:30891; metacyc:RXN-12726; O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), mitochondria; Cysteine synthase, thioredoxin; Cysteine synthase; O-acetyl-L-serine sulfhydrylase; O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), cytosol; O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), chloroplast; Cysteine synthase  Thiosulfate ",ec:2.5.1.47,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,13,1
D-Melibiose,b2414,b2421,double,CYSS,MNXR33950,rhea:10252,ec:2.5.1.65,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b2436,b3867,double,CPPPGO,CPPPGO_1; MNXR1272; MNXR72542,seed:rxn12220; rhea:18257; Coproporphyrinogen III oxidase (O2 required),ec:1.3.3.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,3,1
D-Melibiose,b2436,b3867,double,CPPPGO2,MNXR1273,rhea:15425,ec:1.3.99.22,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.08606,1.08608,100.0,1,1
D-Melibiose,b2465,b2935,double,TKT1; TKT2,MNXR55953; MNXR69977; MNXR74900; MNXR79510; MNXR84331; TKT1; TKT1h; TKT2; TKT2h,Transketolase; kegg:R01067; rhea:27626; rhea:10508; kegg:R06863; seed:rxn01200; Transketolase 1; Transketolase 2,ec:2.2.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b2935 or b2465,1.08608,1.08608,100.0,9,2
D-Melibiose,b2508,b2868,double,IMPD,6TINS5MPOR; IMPDm; MNXR3100; MNXR75334,"kegg:R08240; rhea:11708; IMP dehydrogenase, mitochondria; 6-thioinosine 5'-monophosphate:NAD oxidoreductase",ec:1.1.1.205,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.08608,1.08608,100.0,4,1
D-Melibiose,b2508,b2868,double,HXAND,MNXR3054; MNXR5348; XAND; XANDp,"Xanthine dehydrogenase; rhea:24670; rhea:16669; Xanthine dehydrogenase, peroxisomal",ec:1.17.1.4,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b2866 and b2867 and b2868,1.07837,1.08608,99.3,4,1
D-Melibiose,b2551,b4388,double,PSP_L,PSP_L_1,Phosphoserine phosphatase (L-serine),bigg:PSP_L,bigg,universal_model,2,,1.06237,1.08608,97.8,1,1
D-Melibiose,b2551,b2913,double,PGCD,MNXR4184; PGLYDH,rhea:12641; Phosphoglycerate dehydrogenase,ec:1.1.1.95,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.06237,1.08608,97.8,2,1
D-Melibiose,b2551,b4388,double,PSP_L,MNXR4485; MNXR4486; PSP; PSP_D; PSP_Lpp,Phospho-L-serine phosphatase (periplasmic); rhea:24873; rhea:21208; Phosphoserine phosphatase  D serine ; Phosphoserine phosphatase,ec:3.1.3.3,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b4055 or b0383,1.06237,1.08608,97.8,5,1
D-Melibiose,b2551,b2913,double,GHMT2r,GHMT2rm; MNXR2619,rhea:15481; Glycine hydroxymethyltransferase  reversible  mitochondrial,ec:2.1.2.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.04816,1.08608,96.5,2,1
D-Melibiose,b2708,b3197,double,A5PISO,MNXR300; MNXR91991,metacyc:DARAB5PISOM-RXN; rhea:23104,ec:5.3.1.13,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.08608,1.08608,100.0,2,1
D-Melibiose,b2926,b3732,double,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.61534,1.08608,56.7,4,1
D-Melibiose,b2926,b3732,double,ATPS4rpp,ATPS4rpp_1,ATP synthase (four protons for one ATP) (periplasm),bigg:ATPS4rpp,bigg,universal_model,2,,0.50627,1.08608,46.6,1,1
D-Melibiose,b2926,b3732,double,ATPS4rpp,ATPPHm; ATPS; ATPS3g; ATPS3m; ATPS3v; ATPS4m; ATPS4m_cho; ATPS4r; ATPSh; ATPasel; NTP1,"Nucleoside-triphosphatase (ATP); ATP synthase (four protons for one ATP); ATP synthase  mitochondrial; V-type ATPase, H+ transporting, lysosomal; ATP phosphohydrolase, mitochondria; ATPase  cytosolic; ATP synthase  Golgi Apparatus; ATP synthase  vacuole; ATP synthase",ec:3.6.3.14,ec,iJR904; iML1515; universal_model,1,b0650 or b4161,0.50627,1.08608,46.6,11,1
D-Melibiose,b3117,b3772,double,THRD_L,THRD_L_1,L-threonine deaminase,bigg:THRD_L,bigg,universal_model,2,,1.08608,1.08608,100.0,1,1
D-Melibiose,b3117,b3772,double,THRD_L,MNXR5058; MNXR84302; SERD_L; SER_AL; TAL; THRAL; THRD_Lm,L-serine deaminase; seed:rxn00737; rhea:22108; L threonine deaminase  mitochondrial; L-serine ammonia-lyase; Threonine ammonia-lyase (serine); Threonine ammonia-lyase,ec:4.3.1.19,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b4471 or b1814 or b2797 or b3708 or b3117,1.08608,1.08608,100.0,7,1
D-Melibiose,b3829,b4019,double,METS,METS_1; METSm; MNXR69434,Methionine synthase; rhea:11172; 5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase,ec:2.1.1.13,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,b4019 or b3829,1.08608,1.08608,100.0,3,1
D-Ribose,b0002,b3940,double,HSDy,HSDH; HSDxi; MNXR3044; MNXR3045,rhea:15761; rhea:15757; Homoserine dehydrogenase  NADH   irreversible; Homoserine dehydrogenase,ec:1.1.1.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,4,1
D-Ribose,b0032,b0521,double,CBMKr,MNXR1064,rhea:10152,ec:2.7.2.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0032,b0521,double,CBPS,CBPS_1,Carbamoyl-phosphate synthase (glutamine-hydrolysing),bigg:CBPS,bigg,universal_model,2,,0.66317,0.66979,99.0,1,1
D-Ribose,b0032,b0521,double,CBPS,CBPSam; CBPSn; GAM; GLUN; GLUNm; GLUNpp; HCGALm; MNXR1067; MNXR33037; MNXR86517; MNXR86518,"Glutaminase; rhea:18633; rhea:46744; rhea:18029; rhea:46748; Hydrogen-carbonate:L-glutamine amido-ligase, mitochondria; CBPSn; Carbamoyl-phosphate synthase (ammonia) (mitochondria; Glutaminase (mitochondrial)",ec:6.3.5.5,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,0.66317,0.66979,99.0,11,1
D-Ribose,b0033,b0521,double,CBMKr,MNXR1064,rhea:10152,ec:2.7.2.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0033,b0521,double,CBPS,CBPS_1,Carbamoyl-phosphate synthase (glutamine-hydrolysing),bigg:CBPS,bigg,universal_model,2,,0.66317,0.66979,99.0,1,1
D-Ribose,b0033,b0521,double,CBPS,CBPSam; CBPSn; GAM; GLUN; GLUNm; GLUNpp; HCGALm; MNXR1067; MNXR33037; MNXR86517; MNXR86518,"Glutaminase; rhea:18633; rhea:46744; rhea:18029; rhea:46748; Hydrogen-carbonate:L-glutamine amido-ligase, mitochondria; CBPSn; Carbamoyl-phosphate synthase (ammonia) (mitochondria; Glutaminase (mitochondrial)",ec:6.3.5.5,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,0.66317,0.66979,99.0,11,1
D-Ribose,b0048,b1606,double,DHFR,DHFOR; DHFR2i; DHFRim; FOLR2; FOLR2_1; MNXR14705; MNXR14706; MNXR14707; MNXR14999; MNXR1561; MNXR2269; THFOR1; THFOR2; r0512; r0514,"kegg:R00937; kegg:R00940; rhea:31103; rhea:15009; kegg:R00936; kegg:R02235; Dihydrofolate reductase  mitochondrial; Dihydrofolate reductase (NAD+); Folate reductase; Dihydrofolate:NAD+ oxidoreductase; 5,6,7,8-Tetrahydrofolate:NAD+ oxidoreductase; 5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase; Dihydrofolate:NAD+ oxidoreductase Folate biosynthesis EC:1.5.1.3; Dihydrofolate:NADP+ oxidoreductase One carbon pool by folate / Folate biosynthesis EC:1.5.1.3",ec:1.5.1.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,15,1
D-Ribose,b0073,b1800,double,IPMD,IPMD_1,3-isopropylmalate dehydrogenase,bigg:IPMD,bigg,universal_model,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0073,b1800,double,IPMD,MNXR3132; MNXR3962; MNXR5662; OMCDC; OMCDCm,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation; rhea:10892; rhea:32271; rhea:25078; 2 oxo 4 methyl 3 carboxypentanoate decarboxylation,ec:1.1.1.85,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,s0001,0.66979,0.66979,100.0,5,1
D-Ribose,b0092,b0381,double,ALAALAr,MNXR614,rhea:11224,ec:6.3.2.4,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0099,b1865,double,DNTPPA,DNTPPA_1,Dihydroneopterin triphosphate pyrophosphatase,ec:3.6.1.67,ec,universal_model,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0126,b0339,double,HCO3E,HCO3Ee; HCO3Ehi; HCO3Em; HCO3En; MNXR2856,"rhea:10748; HCO3 equilibrium reaction  nuclear; HCO3 equilibration reaction, extracellular; HCO3 equilibration reaction; Carbonate dehydratase (HCO3 equilibration reaction), irreversible, chloroplast",ec:4.2.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,5,1
D-Ribose,b0149,b3396,double,MCTP1App,MCTP1Aex,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),mnx:MNXR101426,mnx,universal_model,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0155,b1592,double,CLtipp,CLtipp,Chloride ion transport in via diffusion (periplasm),direct_restore,direct_restore,no_library_analogue,0,b1592,0.66978,0.66979,100.0,1,1
D-Ribose,b0155,b1592,double,CLt3_2pp,CLt3r_2,Chloride transport via proton antiport (2:1) (periplasm),mnx:MNXR96796,mnx,universal_model,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0171,b0910,double,UMPK,CYTK1; CYTK1m; CYTK1n; CYTK2; CYTK2m; CYTK2n; UMPKm; UMPKn,"Cytidylate kinase (CMP); Cytidylate kinase (dCMP); Cytidylate kinase (CMP),mitochondrial; Cytidylate kinase (CMP),nuclear; UMP kinase (mitochondrial, ATP); UMP kinase  nuclear; Cytidylate kinase (dCMP),nuclear; Cytidylate kinase (dCMP),mitochondrial",ec:2.7.4.14,ec,iML1515; universal_model,1,b0910,0.66704,0.66979,99.6,8,1
D-Ribose,b0171,b0910,double,UMPK,ADK3; ADK3m; MNXR68283; MNXR84761; URIDK2m; URIDK2r; URIDK2rn,"Adentylate kinase (GTP); Uridylate kinase (dUMP); rhea:29863; metacyc:NUCLEOSIDE-PHOSPHATE-KINASE-RXN; Adentylate kinase  GTP ; Uridylate kinase  dUMP   nuclear; Uridylate kinase (dUMP), mitochondrial",ec:2.7.4.4,ec,iJR904; iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0474,0.66704,0.66979,99.6,7,1
D-Ribose,b0238,b2508,double,IMPD,6TINS5MPOR; IMPDm; MNXR3100; MNXR75334,"kegg:R08240; rhea:11708; IMP dehydrogenase, mitochondria; 6-thioinosine 5'-monophosphate:NAD oxidoreductase",ec:1.1.1.205,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,4,1
D-Ribose,b0238,b2508,double,XPPT,GPAR; GUAPRT,Guanine phosphoribosyltransferase; GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase,ec:2.4.2.22,ec,iML1515; universal_model,1,b0125 or b0238,0.66592,0.66979,99.4,2,1
D-Ribose,b0238,b2508,double,XPPT,6MPURPRT; ADPT; HXPRT; MNXR69265; MNXR75331; MNXR75332; MNXR75339; TGUAPRT; r0051,Hypoxanthine phosphoribosyltransferase (Hypoxanthine); Adenine phosphoribosyltransferase; kegg:R08237; kegg:R08238; rhea:17973; kegg:R08245; Thioguanine phosphoribosyltransferase; 6-mercaptopurine phosphoribosyltransferase; AMP:pyrophosphate phosphoribosyltransferase Purine metabolism EC:2.4.2.7,ec:2.4.2.8,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0238 or b0125,0.66592,0.66979,99.4,9,1
D-Ribose,b0261,b3386,double,RPE,MNXR4653; RPEh,rhea:13677; D-Ribulose-5-Phosphate 3-Epimerase,ec:5.1.3.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,2,1
D-Ribose,b0261,b3386,double,HCYSMT,MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,bigg:HCYSMT,bigg,universal_model,2,,0.31059,0.66979,46.4,1,1
D-Ribose,b0261,b3386,double,HCYSMT,MNXR16335; MNXR21417; MNXR21433; MNXR21979; MNXR23927; MNXR26624; MNXR74791; MNXR86147,rhea:26321; metacyc:RXN-8221; metacyc:RXN-15227; metacyc:RXN-14667; rhea:36127; rhea:26325; rhea:36123; rhea:28014,ec:2.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.31059,0.66979,46.4,8,1
D-Ribose,b0261,b3386,double,HCYSMT,HCYSMT2; MNXR69220,Homocysteine Methyltransferase; rhea:26337,ec:2.1.1.10,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b0261,0.31059,0.66979,46.4,2,1
D-Ribose,b0273,b4254,double,OCBT,OCBT_2,Ornithine carbamoyltransferase,bigg:OCBT,bigg,universal_model,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0273,b4254,double,OCBT,MNXR51003; OCBT_1; OCBTm; OCT; OCTh; OCTm,"rhea:19513; Ornithine carbamoyltransferase, irreversible; Ornithine carbamoyltransferase, chloroplast; Ornithine carbamoyltransferase, mitochondrial; Ornithine carbamoyltransferase",ec:2.1.3.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,6,1
D-Ribose,b0388,b3390,double,SHKK,SHKK_1,Shikimate kinase,bigg:SHKK,bigg,universal_model,2,,0.66979,0.66979,100.0,1,1
D-Ribose,b0388,b3390,double,SHKK,MNXR4842; SKK,rhea:13121; Shikimate kinase,ec:2.7.1.71,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.66979,0.66979,100.0,2,1
