substrate,ko_gene1,ko_gene2,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
2-DeoxyAdenosine,b0002,b3940,double,HSDy,HSDH; HSDxi; MNXR3044; MNXR3045,rhea:15761; rhea:15757; Homoserine dehydrogenase  NADH   irreversible; Homoserine dehydrogenase,ec:1.1.1.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b0032,b0521,double,CBMKr,MNXR1064,rhea:10152,ec:2.7.2.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0032,b0521,double,CBPS,CBPS_1,Carbamoyl-phosphate synthase (glutamine-hydrolysing),bigg:CBPS,bigg,universal_model,2,,0.82426,0.83273,99.0,1,1
2-DeoxyAdenosine,b0032,b0521,double,CBPS,CBPSam; CBPSn; GAM; GLUN; GLUNm; GLUNpp; HCGALm; MNXR1067; MNXR33037; MNXR86517; MNXR86518,"Glutaminase; rhea:18633; rhea:46744; rhea:18029; rhea:46748; Hydrogen-carbonate:L-glutamine amido-ligase, mitochondria; CBPSn; Carbamoyl-phosphate synthase (ammonia) (mitochondria; Glutaminase (mitochondrial)",ec:6.3.5.5,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,0.82426,0.83273,99.0,11,1
2-DeoxyAdenosine,b0033,b0521,double,CBMKr,MNXR1064,rhea:10152,ec:2.7.2.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0033,b0521,double,CBPS,CBPS_1,Carbamoyl-phosphate synthase (glutamine-hydrolysing),bigg:CBPS,bigg,universal_model,2,,0.82426,0.83273,99.0,1,1
2-DeoxyAdenosine,b0033,b0521,double,CBPS,CBPSam; CBPSn; GAM; GLUN; GLUNm; GLUNpp; HCGALm; MNXR1067; MNXR33037; MNXR86517; MNXR86518,"Glutaminase; rhea:18633; rhea:46744; rhea:18029; rhea:46748; Hydrogen-carbonate:L-glutamine amido-ligase, mitochondria; CBPSn; Carbamoyl-phosphate synthase (ammonia) (mitochondria; Glutaminase (mitochondrial)",ec:6.3.5.5,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,0.82426,0.83273,99.0,11,1
2-DeoxyAdenosine,b0048,b1606,double,DHFR,DHFOR; DHFR2i; DHFRim; FOLR2; FOLR2_1; MNXR14705; MNXR14706; MNXR14707; MNXR14999; MNXR1561; MNXR2269; THFOR1; THFOR2; r0512; r0514,"kegg:R00937; kegg:R00940; rhea:31103; rhea:15009; kegg:R00936; kegg:R02235; Dihydrofolate reductase  mitochondrial; Dihydrofolate reductase (NAD+); Folate reductase; Dihydrofolate:NAD+ oxidoreductase; 5,6,7,8-Tetrahydrofolate:NAD+ oxidoreductase; 5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase; Dihydrofolate:NAD+ oxidoreductase Folate biosynthesis EC:1.5.1.3; Dihydrofolate:NADP+ oxidoreductase One carbon pool by folate / Folate biosynthesis EC:1.5.1.3",ec:1.5.1.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,15,1
2-DeoxyAdenosine,b0073,b1800,double,IPMD,IPMD_1,3-isopropylmalate dehydrogenase,bigg:IPMD,bigg,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0073,b1800,double,IPMD,MNXR3132; MNXR3962; MNXR5662; OMCDC; OMCDCm,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation; rhea:10892; rhea:32271; rhea:25078; 2 oxo 4 methyl 3 carboxypentanoate decarboxylation,ec:1.1.1.85,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,s0001,0.83273,0.83273,100.0,5,1
2-DeoxyAdenosine,b0092,b0381,double,ALAALAr,MNXR614,rhea:11224,ec:6.3.2.4,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0099,b1865,double,DNTPPA,DNTPPA_1,Dihydroneopterin triphosphate pyrophosphatase,ec:3.6.1.67,ec,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0126,b0339,double,HCO3E,HCO3Ee; HCO3Ehi; HCO3Em; HCO3En; MNXR2856,"rhea:10748; HCO3 equilibrium reaction  nuclear; HCO3 equilibration reaction, extracellular; HCO3 equilibration reaction; Carbonate dehydratase (HCO3 equilibration reaction), irreversible, chloroplast",ec:4.2.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,5,1
2-DeoxyAdenosine,b0149,b3396,double,MCTP1App,MCTP1Aex,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),mnx:MNXR101426,mnx,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0155,b1592,double,CLtipp,CLtipp,Chloride ion transport in via diffusion (periplasm),direct_restore,direct_restore,no_library_analogue,0,b1592,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0155,b1592,double,CLt3_2pp,CLt3r_2,Chloride transport via proton antiport (2:1) (periplasm),mnx:MNXR96796,mnx,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0171,b0910,double,UMPK,CYTK1; CYTK1m; CYTK1n; CYTK2; CYTK2m; CYTK2n; UMPKm; UMPKn,"Cytidylate kinase (CMP); Cytidylate kinase (dCMP); Cytidylate kinase (CMP),mitochondrial; Cytidylate kinase (CMP),nuclear; UMP kinase (mitochondrial, ATP); UMP kinase  nuclear; Cytidylate kinase (dCMP),nuclear; Cytidylate kinase (dCMP),mitochondrial",ec:2.7.4.14,ec,iML1515; universal_model,1,b0910,0.82922,0.83273,99.6,8,1
2-DeoxyAdenosine,b0171,b0910,double,UMPK,ADK3; ADK3m; MNXR68283; MNXR84761; URIDK2m; URIDK2r; URIDK2rn,"Adentylate kinase (GTP); Uridylate kinase (dUMP); rhea:29863; metacyc:NUCLEOSIDE-PHOSPHATE-KINASE-RXN; Adentylate kinase  GTP ; Uridylate kinase  dUMP   nuclear; Uridylate kinase (dUMP), mitochondrial",ec:2.7.4.4,ec,iJR904; iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0474,0.82922,0.83273,99.6,7,1
2-DeoxyAdenosine,b0238,b2508,double,IMPD,6TINS5MPOR; IMPDm; MNXR3100; MNXR75334,"kegg:R08240; rhea:11708; IMP dehydrogenase, mitochondria; 6-thioinosine 5'-monophosphate:NAD oxidoreductase",ec:1.1.1.205,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b0238,b2508,double,XPPT,GPAR; GUAPRT,Guanine phosphoribosyltransferase; GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase,ec:2.4.2.22,ec,iML1515; universal_model,1,b0125 or b0238,0.83043,0.83273,99.7,2,1
2-DeoxyAdenosine,b0238,b2508,double,XPPT,6MPURPRT; ADPT; HXPRT; MNXR69265; MNXR75331; MNXR75332; MNXR75339; TGUAPRT; r0051,Hypoxanthine phosphoribosyltransferase (Hypoxanthine); Adenine phosphoribosyltransferase; kegg:R08237; kegg:R08238; rhea:17973; kegg:R08245; Thioguanine phosphoribosyltransferase; 6-mercaptopurine phosphoribosyltransferase; AMP:pyrophosphate phosphoribosyltransferase Purine metabolism EC:2.4.2.7,ec:2.4.2.8,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0238 or b0125,0.83043,0.83273,99.7,9,1
2-DeoxyAdenosine,b0273,b4254,double,OCBT,OCBT_2,Ornithine carbamoyltransferase,bigg:OCBT,bigg,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0273,b4254,double,OCBT,MNXR51003; OCBT_1; OCBTm; OCT; OCTh; OCTm,"rhea:19513; Ornithine carbamoyltransferase, irreversible; Ornithine carbamoyltransferase, chloroplast; Ornithine carbamoyltransferase, mitochondrial; Ornithine carbamoyltransferase",ec:2.1.3.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,6,1
2-DeoxyAdenosine,b0388,b3390,double,SHKK,SHKK_1,Shikimate kinase,bigg:SHKK,bigg,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0388,b3390,double,SHKK,MNXR4842; SKK,rhea:13121; Shikimate kinase,ec:2.7.1.71,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,2,1
2-DeoxyAdenosine,b0452,b0954,double,FACOAE141; FACOAE161; T2DECAI,FACOAE141; FACOAE161; T2DECAI,Trans-2-decenoyl-ACP isomerase; Fatty-acid-CoA thioesterase (tetradecenoate); Fatty-acid-CoA thioesterase (hexadecenoate),direct_restore,direct_restore,no_library_analogue,0,b0452,0.82296,0.83273,98.8,3,3
2-DeoxyAdenosine,b0674,b3744,double,ASNS2,MNXR81756,seed:rxn00340,ec:6.3.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0674,b3744,double,ASNS1; ASNS2,ASNS1; ASNS2; GAM; GLUN; GLUNm; GLUNpp; MNXR33036,Glutaminase; Asparagine synthase (glutamine-hydrolysing); rhea:12228; Glutaminase (mitochondrial); Asparagine synthetase,ec:6.3.5.4,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,0.83273,0.83273,100.0,7,2
2-DeoxyAdenosine,b0763,b2423,double,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b0764,b2423,double,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b0765,b2422,double,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b0767,b3386,double,PGL,MNXR4190; PGLer; PGLh,"rhea:12556; 6-phosphogluconolactonase; 6-phosphogluconolactonase, endoplasmic reticulum",ec:3.1.1.31,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.8317,0.83273,99.9,3,1
2-DeoxyAdenosine,b0767,b3386,double,RPE,MNXR4653; RPEh,rhea:13677; D-Ribulose-5-Phosphate 3-Epimerase,ec:5.1.3.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83105,0.83273,99.8,2,1
2-DeoxyAdenosine,b0844,b3812,double,PMDPHT,AUS; MNXR4086; MNXR4352; MNXR84819; MNXR84974; MNXR85582; NADPPPSm; NMNHYD; NMNR; NT5C; PAN4PP; PAN4PPe; SBPP1; SBPP1er,"rhea:25197; rhea:36211; kegg:R02706; kegg:R10748; kegg:R00872; NADP phosphatase; Nmn hydrolysis; Sphinganine 1-phosphate phosphatase; Sphingoid base phosphate phosphatase  sphinganine 1 phosphatase   endoplasmic reticulum; Nicotinamide ribonucleotide phosphohydrolase; 5'-nucleotidase; Phosphatase (pan4p); 5-Amino-6-(1-D-ribitylamino)uracil synthase; Phosphatase, Extracellular",ec:3.1.3.-,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,14,1
2-DeoxyAdenosine,b0870,b2320,double,4HTHRA; THRA2,4HTHRA; THRA2,L-allo-Threonine Aldolase; 4-hydroxy-L-threonine aldolase,direct_restore,direct_restore,no_library_analogue,0,b0870,0.83273,0.83273,100.0,2,2
2-DeoxyAdenosine,b0870,b2320,double,PERD,MNXR4160,rhea:18829,ec:1.1.1.290,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b0870,b2551,double,GHMT2r,GHMT2rm; MNXR2619,rhea:15481; Glycine hydroxymethyltransferase  reversible  mitochondrial,ec:2.1.2.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,2,1
2-DeoxyAdenosine,b0870,b2551,double,THRA,THRA_1,Threonine aldolase,ec:4.1.2.48,ec,universal_model,2,,0.82068,0.83273,98.6,1,1
2-DeoxyAdenosine,b0870,b0907,double,OHPBAT,MNXR32039; MNXR32268; PSAT; PSERT,Phosphoserine transaminase; rhea:16573; rhea:14329; Phosphoserine aminotransferase,ec:2.6.1.52,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0907,0.80451,0.83273,96.6,4,1
2-DeoxyAdenosine,b0907,b2551,double,PSERT,MNXR32039; MNXR32268; OHPBAT; PSAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase; rhea:16573; rhea:14329; Phosphoserine aminotransferase,ec:2.6.1.52,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0907,0.82068,0.83273,98.6,4,1
2-DeoxyAdenosine,b0907,b2551,double,GHMT2r,GHMT2rm; MNXR2619,rhea:15481; Glycine hydroxymethyltransferase  reversible  mitochondrial,ec:2.1.2.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80451,0.83273,96.6,2,1
2-DeoxyAdenosine,b0928,b4054,double,ASPTA,3SALATAi; 3SALATAim; AATC; AATG; AATGm; ASPATh; ASPTAm; ASPTAp; CYSAT; CYSATm; CYSTA; CYSTAm; LCYSTAT; LCYSTATm; MNXR1357; MNXR31786; MNXR32641; PHETA1; PHETA1m; POATh; TYRTA; TYRTAh; TYRTAi; TYRTAim; TYRTAip,"Phenylalanine transaminase; Tyrosine transaminase; Cysteine transaminase; metacyc:RXN-11737; rhea:21824; kegg:R00896; Aspartate transaminase; 3-sulfino-alanine transaminase (irreversible), mitochondrial; L-Phenylalanine:2-oxoglutarate aminotransferase, mitochondria; Aspartate aminotransferase, chloroplast; Aspartate aminotransferase, cysteate forming;  L-Phenylalanine:2-oxoglutarate aminotransferase, chloroplast; Aspartate transaminase  peroxisomal; Tyrosine transaminase  irreversible; Tyrosine transaminase  irreversible  mitochondrial ; Tyrosine transaminase  irreversible  peroxisomal ; 3-sulfino-alanine transaminase (irreversible); L-Cysteine:2-oxoglutarate aminotransferase; L-Cysteate:2-oxoglutarate aminotransferase; Aspartate aminotransferase, cysteate forming, mitochondria; Aspartate aminotransferase, glutamate forming; Aspartate aminotransferase, glutamate forming, mitochondria; Aspartate aminotransferase, cysteine forming; Aspartate aminotransferase, cysteine forming, mitochondria; Tyrosine transaminase, chloroplast",ec:2.6.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b4054 or b0928 or b3770,0.83273,0.83273,100.0,25,1
2-DeoxyAdenosine,b0954,b3846,double,CTECOAI6; CTECOAI7,CTECOAI6; CTECOAI7; CTECOAI8; MNXR69222; MNXR74325; MNXR80399; MNXR9719,3-cis-2-trans-enoyl-CoA isomerase; seed:rxn08706; kegg:R04756; seed:rxn09038; rhea:23716,ec:5.3.3.8,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b3846,0.83273,0.83273,100.0,7,2
2-DeoxyAdenosine,b0954,b3846,double,T2DECAI,T2DECAI,Trans-2-decenoyl-ACP isomerase,direct_restore,direct_restore,no_library_analogue,0,b0954,0.82682,0.83273,99.3,1,1
2-DeoxyAdenosine,b0954,b2836,double,AACPS4,AACPS4_1,Long-chain-fatty-acid-[acyl-carrier-protein] ligase (16:1(9Z)),bigg:AACPS4,bigg,universal_model,2,,0.82296,0.83273,98.8,1,1
2-DeoxyAdenosine,b0954,b2836,double,AACPS2,AACPS1; AACPS1_1; AACPS3; AACPS3_1; AACPS6; AACPS6_1; AACPS8; MNXR50749,Acyl-[acyl-carrier-protein] synthetase (n-C14:0); Acyl-[acyl-carrier-protein] synthetase  (n-C16:0); Acyl-[acyl-carrier-protein] synthetase  (n-C10:0); Acyl-[acyl-carrier-protein] synthetase  (n-C18:0); metacyc:RXN-13266; Long-chain-fatty-acid-[acyl-carrier-protein] ligase (14:0); Long-chain-fatty-acid-[acyl-carrier-protein] ligase (16:0); Long-chain-fatty-acid-[acyl-carrier-protein] ligase (18:0),ec:6.2.1.20,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b1094 and b2836,0.82151,0.83273,98.7,8,1
2-DeoxyAdenosine,b1190,b4053,double,ALAR,ALAR_copy1; ALAR_copy2; MNXR626,Alanine racemase; rhea:20249,ec:5.1.1.1,ec,iJR904; metanetx_universal_model_bigg_rhea_kegg_brenda,2,b4053,0.83273,0.83273,100.0,3,1
2-DeoxyAdenosine,b1378,b3924,double,FLDR2; POR5,FLDR2; POR5,Pyruvate synthase; Flavodoxin reductase (NADPH),direct_restore,direct_restore,no_library_analogue,0,(b1378 and b0684) or (b1378 and b2895),0.83273,0.83273,100.0,2,2
2-DeoxyAdenosine,b1622,b3008,double,CYSTL,CYSTRS,Cysteinyl-tRNA synthetase,bigg:CYSTL,bigg,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b1622,b3008,double,CYSTL,CBL; CTINBL; CYSDS; CYSLYSL; CYSTBL; CYSTLp; MNXR68614; MNXR74367; MNXR84182; SELCYSTL; SELCYSTLh; TRPAS1,"Cysteine Desulfhydrase; metacyc:RXN-12729; seed:rxn03379; rhea:13965; Cystathione b lyase  peroxisomal; L-Cystine Lysteine-lyase (deaminating); Selenocystathionine L-homocysteine-lyase (deaminating), cytosol; Cystathionine beta-lyase, cystine; Cystathionine beta-lyase; Selenocystathionine L-homocysteine-lyase (deaminating), chloroplast; Tryptophanase  L cysteine ",ec:4.4.1.8,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b3008 or b3708,0.83273,0.83273,100.0,12,1
2-DeoxyAdenosine,b1692,b3281,double,SHK3Dr,SKDH,Shikimate dehydrogenase,ec:1.1.1.25,ec,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b1692,b3281,double,SHK3Dr,MNXR8388; QUINDH,Quinate dehydrogenase; rhea:18425,ec:1.1.1.282,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda,1,b1692,0.83273,0.83273,100.0,2,1
2-DeoxyAdenosine,b1702,b1779,double,GAPD,GAPD_1,Glyceraldehyde-3-phosphate dehydrogenase,bigg:GAPD,bigg,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b1702,b1779,double,GAPD,GAPDHf; GAPDHh; GAPDHm,"Glyceraldehyde-3-phosphate dehydrogenase (NAD). flagellar; Glyceraldehyde 3-phosphate dehydrogenase (NAD), mitochondria; Glyceraldehyde 3-phosphate dehydrogenase (NAD)",ec:1.2.1.12,ec,universal_model,2,,0.83273,0.83273,100.0,3,1
2-DeoxyAdenosine,b1702,b1779,double,GAPD,GAPDH_nadp_hi; GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating); Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ec:1.2.1.59,ec,universal_model,2,,0.83273,0.83273,100.0,2,1
2-DeoxyAdenosine,b1702,b2926,double,PGK,MNXR4189; PGKf; PGKh; PGKm,"rhea:14801; Phosphoglycerate kinase, mitochondrial; Phosphoglycerate kinase, flagellar; Phosphoglycerate kinase, chloroplast",ec:2.7.2.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b1702,b2779,double,ENO,ENOf; ENOm; MNXR1898; MNXR74234,"kegg:R04206; rhea:10164; Enolase, mitochondria; Enolase, flagellar",ec:4.2.1.11,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b1702,b2779,double,PPS,MNXR4414,rhea:11364,ec:2.7.9.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.74484,0.83273,89.4,1,1
2-DeoxyAdenosine,b1761,b3212,double,GLUDy,GLUDy_1,Glutamate dehydrogenase (NADP),bigg:GLUDy,bigg,universal_model,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b1761,b3212,double,GLUDy; GLUSy,GAM; GDH_nadp; GLUDy; GLUDym; GLUN; GLUNm; GLUNpp; GLUS_nadph; GLUSy; MNXR31609,"Glutaminase; Glutamate synthase (NADPH); rhea:15501; Glutamate dehydrogenase [NAD(P)+]; Glutamate dehydrogenase (NADP), mitochondrial; Glutaminase (mitochondrial); Glutamate dehydrogenase (NADP)",ec:1.4.1.13,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b0485 or b1524,0.83273,0.83273,100.0,10,2
2-DeoxyAdenosine,b1761,b3212,double,GLUDy,GDH; GDH1; GDHm; GLUDxi,"Glutamate dehydrogenase  NAD ; Glutamate dehydrogenase (NAD); Glutamate dehydrogenase, mitochondria; Glutamate dehydrogenase",ec:1.4.1.3,ec,universal_model,2,,0.83273,0.83273,100.0,4,1
2-DeoxyAdenosine,b1849,b2500,double,GART,GART,GAR transformylase-T,direct_restore,direct_restore,no_library_analogue,0,b1849,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b1849,b2500,double,GARFT,FGFTh; FGFTm; FPGFTh; FPGFTm; MNXR15637; MNXR2551,"rhea:15053; rhea:31131; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, chloroplast; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide formyltransferase, mitochondria; 10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase, chloroplast; 10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase, mitochondria",ec:2.1.2.2,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,6,1
2-DeoxyAdenosine,b1852,b3386,double,G6PDH2r,G6PBDH; G6PBDHh; G6PDH1; G6PDH1er; G6PDH2er,"Glucose 6 phosphate dehydrogenase  endoplasmic reticulum; Glucose-6-phosphate dehydrogenase, endoplasmic reticulum; Beta-D-Glucose-6-phosphate NADP+ 1-oxoreductase; G6PDH1; Glucose 6-phosphate dehydrogenase (g6p-B)",ec:1.1.1.363,ec,universal_model,2,,0.8317,0.83273,99.9,5,1
2-DeoxyAdenosine,b1852,b3386,double,G6PDH2r,G6PADH; G6PADHh; MNXR25081,bigg:G6PADH; Glucose-6-phosphate-1-dehydrogenase (g6p-A); Glucose 6-phosphate dehydrogenase (g6p-A),ec:1.1.1.49,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.8317,0.83273,99.9,3,1
2-DeoxyAdenosine,b1852,b3386,double,RPE,MNXR4653; RPEh,rhea:13677; D-Ribulose-5-Phosphate 3-Epimerase,ec:5.1.3.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83105,0.83273,99.8,2,1
2-DeoxyAdenosine,b2029,b3386,double,GND,GNDer; PGDHh,"Phosphogluconate dehydrogenase, endoplasmic reticulum; 6-phosphogluconate dehydrogenase",ec:1.1.1.351,ec,universal_model,2,,0.8317,0.83273,99.9,2,1
2-DeoxyAdenosine,b2029,b3386,double,RPE,MNXR4653; RPEh,rhea:13677; D-Ribulose-5-Phosphate 3-Epimerase,ec:5.1.3.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83105,0.83273,99.8,2,1
2-DeoxyAdenosine,b2393,b2964,double,DADNt2pp,DADNt2,Deoxyadenosine transport in via proton symport,mnx:MNXR97080,mnx,iJR904,2,b2964 or b2393,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b2414,b2421,double,CYSS,ACSERL; ACSERLh; ACSERLm; ACSERSULL; ACSERSULLh; ACSERSULLm; AHSERL4; CYSS_1; CYSS_2; CYSS_trdrd; MNXR1354; MNXR81550; SLCYSS,"rhea:30891; metacyc:RXN-12726; O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), mitochondria; Cysteine synthase, thioredoxin; Cysteine synthase; O-acetyl-L-serine sulfhydrylase; O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), cytosol; O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), chloroplast; Cysteine synthase  Thiosulfate ",ec:2.5.1.47,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,13,1
2-DeoxyAdenosine,b2414,b2421,double,CYSS,MNXR33950,rhea:10252,ec:2.5.1.65,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83273,0.83273,100.0,1,1
2-DeoxyAdenosine,b2436,b3867,double,CPPPGO,CPPPGO_1; MNXR1272; MNXR72542,seed:rxn12220; rhea:18257; Coproporphyrinogen III oxidase (O2 required),ec:1.3.3.3,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.83273,0.83273,100.0,3,1
2-DeoxyAdenosine,b2436,b3867,double,CPPPGO2,MNXR1273,rhea:15425,ec:1.3.99.22,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,0.83271,0.83273,100.0,1,1
2-DeoxyAdenosine,b2465,b2935,double,TKT1; TKT2,MNXR55953; MNXR69977; MNXR74900; MNXR79510; MNXR84331; TKT1; TKT1h; TKT2; TKT2h,Transketolase; kegg:R01067; rhea:27626; rhea:10508; kegg:R06863; seed:rxn01200; Transketolase 1; Transketolase 2,ec:2.2.1.1,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b2935 or b2465,0.83202,0.83273,99.9,9,2
2-DeoxyAdenosine,b2508,b2868,double,HXAND,MNXR3054; MNXR5348; XAND; XANDp,"Xanthine dehydrogenase; rhea:24670; rhea:16669; Xanthine dehydrogenase, peroxisomal",ec:1.17.1.4,ec,iML1515; metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,1,b2866 and b2867 and b2868,0.83043,0.83273,99.7,4,1
2-DeoxyAdenosine,b2508,b2868,double,IMPD,6TINS5MPOR; IMPDm; MNXR3100; MNXR75334,"kegg:R08240; rhea:11708; IMP dehydrogenase, mitochondria; 6-thioinosine 5'-monophosphate:NAD oxidoreductase",ec:1.1.1.205,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.82681,0.83273,99.3,4,1
2-DeoxyAdenosine,b2551,b4388,double,PSP_L,PSP_L_1,Phosphoserine phosphatase (L-serine),bigg:PSP_L,bigg,universal_model,2,,0.82068,0.83273,98.6,1,1
