substrate,ko_gene,ko_gene_name,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue
Maltotriose,b4036,lamB,single,MALTTRtexi,MALTTRtexi,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,direct_restore,direct_restore,no_library_analogue,0,b4036,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm),ec:3.6.3,ec,iML1515,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",ec:3.6.3,ec,iML1515,1,b4265,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,iML1515,1,b3469,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,IDONt2r,"L-idonate transport via proton symport, reversible",ec:3.6.3,ec,iJR904,2,b4265,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,MALTTRabc,Maltotriose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4032 and b4035 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,MALTTTRabc,Maltotetraose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4035 and b4032 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,CU2abcu_syn,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,CA2abc,Calcium transport via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,Cut1,Copper export via ATPase,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,CA2abc1pp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,CA2abcpp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4034,malE,single,MALTTRabcpp,CA2abc1,Calcium efflux  via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,HEX7,Hexokinase (D-fructose:ATP),ec:2.7.1.1,ec,iML1515,1,b0394,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR73729,kegg:R01139,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR59417,kegg:R02868,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR84834,kegg:R01140,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR73821,kegg:R01964,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR15182,kegg:R02865,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR73684,kegg:R00725,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR73755,kegg:R01327,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR59300,kegg:R01965,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR11794,metacyc:HEXOKINASE-RXN,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR59413,kegg:R02850,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR73976,kegg:R02849,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR59240,kegg:R01330,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR84820,kegg:R00876,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,MNXR73980,kegg:R02867,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,HEX10,Hexokinase (D-glucosamine:ATP),ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,AM6PTh,"ATP:D-mannose 6-phosphotransferase, chloroplast",ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,GLUKA,Glucokinase/hexokinase (glc-A),ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,GLUKAh,"Glucokinase/hexokinase, chloroplast (glc-A)",ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,r0354,Glycolysis / Glyconeogenesis EC:2.7.1.1,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,ABFPT,ATP:D-fructose 6-phosphotransferase,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,ABFPTh,"ATP:D-fructose 6-phosphotransferase, chloroplast",ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,r0355,Glycolysis / Glyconeogenesis EC:2.7.1.1,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,r0360,Glycolysis / Glyconeogenesis EC:2.7.1.1,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,r0361,Glycolysis / Glyconeogenesis EC:2.7.1.1,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,r0363,Glycolysis / Glyconeogenesis EC:2.7.1.1,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,r0364,Glycolysis / Glyconeogenesis EC:2.7.1.1,ec:2.7.1.1,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,GLUK,Glucokinase,ec:2.7.1.2,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b2388,glk,single,HEX1,HEX1_1,Hexokinase (D-glucose:ATP),bigg:HEX1,bigg,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm),ec:3.6.3,ec,iML1515,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",ec:3.6.3,ec,iML1515,1,b4265,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,iML1515,1,b3469,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,IDONt2r,"L-idonate transport via proton symport, reversible",ec:3.6.3,ec,iJR904,2,b4265,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,MALTTRabc,Maltotriose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4032 and b4035 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,MALTTTRabc,Maltotetraose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4035 and b4032 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,CU2abcu_syn,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,CA2abc,Calcium transport via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,Cut1,Copper export via ATPase,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,CA2abc1pp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,CA2abcpp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4032,malG,single,MALTTRabcpp,CA2abc1,Calcium efflux  via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm),ec:3.6.3,ec,iML1515,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",ec:3.6.3,ec,iML1515,1,b4265,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,iML1515,1,b3469,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,IDONt2r,"L-idonate transport via proton symport, reversible",ec:3.6.3,ec,iJR904,2,b4265,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,MALTTRabc,Maltotriose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4032 and b4035 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,MALTTTRabc,Maltotetraose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4035 and b4032 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,CU2abcu_syn,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,CA2abc,Calcium transport via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,Cut1,Copper export via ATPase,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,CA2abc1pp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,CA2abcpp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4033,malF,single,MALTTRabcpp,CA2abc1,Calcium efflux  via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,MALTTTRabcpp,Maltotetraose transport via ABC system (periplasm),ec:3.6.3,ec,iML1515,1,b4033 and b4032 and b4034 and b4035,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,IDONt2rpp,"L-idonate transport via proton symport, reversible (periplasm)",ec:3.6.3,ec,iML1515,1,b4265,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,iML1515,1,b3469,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,IDONt2r,"L-idonate transport via proton symport, reversible",ec:3.6.3,ec,iJR904,2,b4265,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,MALTTRabc,Maltotriose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4032 and b4035 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,MALTTTRabc,Maltotetraose transport via ABC system,ec:3.6.3,ec,iJR904,2,b4035 and b4032 and b4033 and b4036 and b4034,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,CU2abcu_syn,Copper (Cu+2) ABC transporter (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,CA2abc,Calcium transport via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,Cut1,Copper export via ATPase,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,CA2abc1pp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,CA2abcpp,Calcium transport via ABC system (periplasm),ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b4035,malK,single,MALTTRabcpp,CA2abc1,Calcium efflux  via ABC system,ec:3.6.3,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT3,AMALT1,Amylomaltase (maltotriose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT3,AMALT2,Amylomaltase (maltotetraose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT3,AMALT4,Amylomaltase (maltohexaose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT3,MNXR81670,metacyc:AMYLOMALT-RXN,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT3,MNXR81671,metacyc:RXN-14260,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT1,AMALT3,Amylomaltase (maltopentaose),ec:2.4.1.25,ec,iML1515,1,b3416,1.27417,1.35947,93.7
Maltotriose,b3416,malQ,single,AMALT1,AMALT2,Amylomaltase (maltotetraose),ec:2.4.1.25,ec,iML1515,1,b3416,1.27417,1.35947,93.7
Maltotriose,b3416,malQ,single,AMALT1,AMALT4,Amylomaltase (maltohexaose),ec:2.4.1.25,ec,iML1515,1,b3416,1.27417,1.35947,93.7
Maltotriose,b3416,malQ,single,AMALT1,MNXR81670,metacyc:AMYLOMALT-RXN,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.27417,1.35947,93.7
Maltotriose,b3416,malQ,single,AMALT1,MNXR81671,metacyc:RXN-14260,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.27417,1.35947,93.7
Maltotriose,b3416,malQ,single,AMALT2,AMALT3,Amylomaltase (maltopentaose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT2,AMALT1,Amylomaltase (maltotriose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT2,AMALT4,Amylomaltase (maltohexaose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT2,MNXR81670,metacyc:AMYLOMALT-RXN,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT2,MNXR81671,metacyc:RXN-14260,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT4,AMALT3,Amylomaltase (maltopentaose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT4,AMALT1,Amylomaltase (maltotriose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT4,AMALT2,Amylomaltase (maltotetraose),ec:2.4.1.25,ec,iML1515,1,b3416,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT4,MNXR81670,metacyc:AMYLOMALT-RXN,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b3416,malQ,single,AMALT4,MNXR81671,metacyc:RXN-14260,ec:2.4.1.25,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MLTG3,Maltodextrin glucosidase (maltopentaose),ec:3.2.1.20,ec,iML1515,1,b0403,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MLTG4,Maltodextrin glucosidase (maltohexaose),ec:3.2.1.20,ec,iML1515,1,b0403,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MLTG5,Maltodextrin glucosidase (maltoheptaose),ec:3.2.1.20,ec,iML1515,1,b0403,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MNXR55721,metacyc:RXN0-5183,ec:3.2.1.20,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MNXR14508,kegg:R00028,ec:3.2.1.20,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MNXR26727,rhea:29643,ec:3.2.1.20,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MNXR26726,rhea:29639,ec:3.2.1.20,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,DGGH,Alpha D glucoside glucohydrase,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,SUCRe,Sucrose hydrolyzing enxyme  extracellular,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MALTly,"Alpha-glucosidase, lysosomal",ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MLTG1ly,"Maltodextrin glucosidase (maltotriose), lysosome",ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,SGHA,Sucrose glucohydrolase (glc-A),ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,RE0935E,Alpha-Amylase,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MALT,Alpha glucosidase,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,SUCR,Sucrose hydrolyzing enzyme,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MALTe,"Alpha-glucosidase, extracellular",ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,MLTG1e,"Maltodextrin glucosidase (maltotriose), extracellular",ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,AATHA,"Alpha,alpha-trehalase (glc-A)",ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,SAGH,Sucrose alpha-glucohydrolase,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,RE0926E,Alpha-Amylase,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
Maltotriose,b0403,malZ,single,MLTG1,RE0944E,Alpha-Amylase,ec:3.2.1.20,ec,universal_model,2,,1.35947,1.35947,100.0
D-Trehalose,b2416,ptsI,single,TREptspp,TREpts,Trehalose transport via PEP:Pyr PTS,ec:2.7.1.69,ec,iJR904,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0
D-Trehalose,b2416,ptsI,single,TREptspp,MNXR93116,rhea:42400,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2416,ptsI,single,TREptspp,MNXR93120,rhea:42484,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2416,ptsI,single,TREptspp,MNXR93119,rhea:42436,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2416,ptsI,single,TREptspp,MNXR92351,rhea:37359,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2416,ptsI,single,TREptspp,MNXR5126,seed:rxn02005,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b4240,treB,single,TREptspp,TREpts,Trehalose transport via PEP:Pyr PTS,ec:2.7.1.69,ec,iJR904,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0
D-Trehalose,b4240,treB,single,TREptspp,MNXR93116,rhea:42400,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b4240,treB,single,TREptspp,MNXR93120,rhea:42484,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b4240,treB,single,TREptspp,MNXR93119,rhea:42436,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b4240,treB,single,TREptspp,MNXR92351,rhea:37359,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b4240,treB,single,TREptspp,MNXR5126,seed:rxn02005,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2417,crr,single,TREptspp,TREpts,Trehalose transport via PEP:Pyr PTS,ec:2.7.1.69,ec,iJR904,2,b2415 and b2417 and b2416 and b4240,1.10711,1.10711,100.0
D-Trehalose,b2417,crr,single,TREptspp,MNXR93116,rhea:42400,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2417,crr,single,TREptspp,MNXR93120,rhea:42484,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2417,crr,single,TREptspp,MNXR93119,rhea:42436,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2417,crr,single,TREptspp,MNXR92351,rhea:37359,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2417,crr,single,TREptspp,MNXR5126,seed:rxn02005,ec:2.7.1.69,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,HEX7,Hexokinase (D-fructose:ATP),ec:2.7.1.1,ec,iML1515,1,b0394,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR73729,kegg:R01139,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR59417,kegg:R02868,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR84834,kegg:R01140,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR73821,kegg:R01964,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR15182,kegg:R02865,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR73684,kegg:R00725,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR73755,kegg:R01327,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR59300,kegg:R01965,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR11794,metacyc:HEXOKINASE-RXN,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR59413,kegg:R02850,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR73976,kegg:R02849,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR59240,kegg:R01330,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR84820,kegg:R00876,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,MNXR73980,kegg:R02867,ec:2.7.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda,2,,1.10711,1.10711,100.0
D-Trehalose,b2388,glk,single,HEX1,HEX10,Hexokinase (D-glucosamine:ATP),ec:2.7.1.1,ec,universal_model,2,,1.10711,1.10711,100.0
