substrate,gene1,gene2,gene1_name,gene2_name,ko_type,wt_growth
Mucic Acid,b0764,b2423,modB,cysW,double,0.6025
Mucic Acid,b0764,b2424,modB,cysU,double,0.6025
Mucic Acid,b2414,b2421,cysK,cysM,double,0.6025
Mucic Acid,b0273,b4254,argF,argI,double,0.6025
Mucic Acid,b0763,b2423,modA,cysW,double,0.6025
Mucic Acid,b2508,b2866,guaB,xdhA,double,0.6025
Mucic Acid,b1692,b3281,ydiB,aroE,double,0.6025
Mucic Acid,b2029,b3386,gnd,rpe,double,0.6025
Mucic Acid,b0765,b2423,modC,cysW,double,0.6025
Mucic Acid,b2234,b4238,nrdA,nrdD,double,0.6025
Mucic Acid,b0763,b2422,modA,cysA,double,0.6025
Mucic Acid,b0870,b2551,ltaE,glyA,double,0.6025
Mucic Acid,b3059,b4041,plsY,plsB,double,0.6025
Mucic Acid,b0155,b1592,clcA,clcB,double,0.6025
Mucic Acid,b2465,b2935,tktB,tktA,double,0.6025
Mucic Acid,b0073,b1800,leuB,dmlA,double,0.6025
Mucic Acid,b0907,b2551,serC,glyA,double,0.6025
Mucic Acid,b0002,b3940,thrA,metL,double,0.6025
Mucic Acid,b0238,b2508,gpt,guaB,double,0.6025
Mucic Acid,b0870,b0907,ltaE,serC,double,0.6025
Mucic Acid,b0674,b3744,asnB,asnA,double,0.6025
Mucic Acid,b0077,b3671,ilvI,ilvB,double,0.6025
Mucic Acid,b0765,b2424,modC,cysU,double,0.6025
Mucic Acid,b0763,b2424,modA,cysU,double,0.6025
Mucic Acid,b0844,b3812,ybjI,yigB,double,0.6025
Mucic Acid,b1761,b3213,gdhA,gltD,double,0.6025
Mucic Acid,b0126,b0339,can,cynT,double,0.6025
Mucic Acid,b0171,b0910,pyrH,cmk,double,0.6025
Mucic Acid,b1190,b4053,dadX,alr,double,0.6025
Mucic Acid,b0684,b2895,fldA,fldB,double,0.6025
Mucic Acid,b1378,b3924,pfo,fpr,double,0.6025
Mucic Acid,b0078,b3671,ilvH,ilvB,double,0.6025
Mucic Acid,b0118,b1276,acnB,acnA,double,0.6025
Mucic Acid,b1849,b2500,purT,purN,double,0.6025
Mucic Acid,b0870,b2320,ltaE,pdxB,double,0.6025
Mucic Acid,b0764,b2422,modB,cysA,double,0.6025
Mucic Acid,b1852,b3386,zwf,rpe,double,0.6025
Mucic Acid,b0767,b3386,pgl,rpe,double,0.6025
Mucic Acid,b0954,b2836,fabA,aas,double,0.6025
Mucic Acid,b2789,b3127,gudP,garP,double,0.6025
Mucic Acid,b0099,b1865,mutT,nudB,double,0.6025
Mucic Acid,b0149,b3396,mrcB,mrcA,double,0.6025
Mucic Acid,b2551,b4388,glyA,serB,double,0.6025
Mucic Acid,b1622,b3008,malY,metC,double,0.6025
Mucic Acid,b2582,b3781,trxC,trxA,double,0.6025
Mucic Acid,b0452,b0954,tesB,fabA,double,0.6025
Mucic Acid,b2508,b2867,guaB,xdhB,double,0.6025
Mucic Acid,b2708,b3197,srlQ,kdsD,double,0.6025
Mucic Acid,b0078,b3670,ilvH,ilvN,double,0.6025
Mucic Acid,b0755,b3612,gpmA,gpmM,double,0.6025
Mucic Acid,b0032,b0521,carA,ybcF,double,0.6025
alpha-Keto-Glutaric,b0721,b3732,sdhC,atpD,double,0.5413
alpha-Keto-Glutaric,b0723,b3731,sdhA,atpC,double,0.5413
alpha-Keto-Glutaric,b0388,b3390,aroL,aroK,double,0.5413
alpha-Keto-Glutaric,b0729,b3732,sucD,atpD,double,0.5413
alpha-Keto-Glutaric,b0765,b2422,modC,cysA,double,0.5413
alpha-Keto-Glutaric,b0928,b4054,aspC,tyrB,double,0.5413
alpha-Keto-Glutaric,b0116,b3738,lpd,atpB,double,0.5413
alpha-Keto-Glutaric,b3117,b3772,tdcB,ilvA,double,0.5413
alpha-Keto-Glutaric,b0616,b0721,citE,sdhC,double,0.5413
alpha-Keto-Glutaric,b0617,b0721,citD,sdhC,double,0.5413
alpha-Keto-Glutaric,b0722,b3732,sdhD,atpD,double,0.5413
alpha-Keto-Glutaric,b2508,b2868,guaB,xdhC,double,0.5413
alpha-Keto-Glutaric,b0048,b1606,folA,folM,double,0.5413
alpha-Keto-Glutaric,b0617,b0723,citD,sdhA,double,0.5413
alpha-Keto-Glutaric,b0724,b3737,sdhB,atpE,double,0.5413
alpha-Keto-Glutaric,b0764,b2423,modB,cysW,double,0.5413
alpha-Keto-Glutaric,b2414,b2421,cysK,cysM,double,0.5413
alpha-Keto-Glutaric,b0116,b3734,lpd,atpA,double,0.5413
alpha-Keto-Glutaric,b0724,b3731,sdhB,atpC,double,0.5413
alpha-Keto-Glutaric,b0615,b0723,citF,sdhA,double,0.5413
alpha-Keto-Glutaric,b0724,b3735,sdhB,atpH,double,0.5413
alpha-Keto-Glutaric,b0723,b3734,sdhA,atpA,double,0.5413
alpha-Keto-Glutaric,b0155,b1592,clcA,clcB,double,0.5413
alpha-Keto-Glutaric,b2465,b2935,tktB,tktA,double,0.5413
alpha-Keto-Glutaric,b0907,b2551,serC,glyA,double,0.5413
alpha-Keto-Glutaric,b0870,b0907,ltaE,serC,double,0.5413
alpha-Keto-Glutaric,b0684,b2895,fldA,fldB,double,0.5413
alpha-Keto-Glutaric,b0126,b0339,can,cynT,double,0.5413
alpha-Keto-Glutaric,b0615,b0721,citF,sdhC,double,0.5413
alpha-Keto-Glutaric,b0721,b3734,sdhC,atpA,double,0.5413
alpha-Keto-Glutaric,b0116,b3737,lpd,atpE,double,0.5413
alpha-Keto-Glutaric,b0722,b3738,sdhD,atpB,double,0.5413
alpha-Keto-Glutaric,b2708,b3197,srlQ,kdsD,double,0.5413
alpha-Keto-Glutaric,b0614,b0721,citX,sdhC,double,0.5413
alpha-Keto-Glutaric,b0954,b2836,fabA,aas,double,0.5413
alpha-Keto-Glutaric,b0149,b3396,mrcB,mrcA,double,0.5413
alpha-Keto-Glutaric,b0099,b1865,mutT,nudB,double,0.5413
alpha-Keto-Glutaric,b1622,b3008,malY,metC,double,0.5413
alpha-Keto-Glutaric,b2508,b2867,guaB,xdhB,double,0.5413
alpha-Keto-Glutaric,b0032,b0521,carA,ybcF,double,0.5413
alpha-Keto-Glutaric,b0729,b3736,sucD,atpF,double,0.5413
alpha-Keto-Glutaric,b3829,b4019,metE,metH,double,0.5413
alpha-Keto-Glutaric,b2551,b2913,glyA,serA,double,0.5413
alpha-Keto-Glutaric,b0727,b3733,sucB,atpG,double,0.5413
alpha-Keto-Glutaric,b0721,b3736,sdhC,atpF,double,0.5413
alpha-Keto-Glutaric,b0727,b3736,sucB,atpF,double,0.5413
alpha-Keto-Glutaric,b3386,b4025,rpe,pgi,double,0.5413
alpha-Keto-Glutaric,b0727,b3731,sucB,atpC,double,0.5413
alpha-Keto-Glutaric,b0729,b3735,sucD,atpH,double,0.5413
alpha-Keto-Glutaric,b0954,b3846,fabA,fadB,double,0.5413
alpha-Keto-Glutaric,b0722,b3734,sdhD,atpA,double,0.5413
alpha-Keto-Glutaric,b2508,b2866,guaB,xdhA,double,0.5413
alpha-Keto-Glutaric,b2029,b3386,gnd,rpe,double,0.5413
alpha-Keto-Glutaric,b0722,b3735,sdhD,atpH,double,0.5413
alpha-Keto-Glutaric,b0763,b2422,modA,cysA,double,0.5413
alpha-Keto-Glutaric,b0870,b2551,ltaE,glyA,double,0.5413
alpha-Keto-Glutaric,b0002,b3940,thrA,metL,double,0.5413
alpha-Keto-Glutaric,b0238,b2508,gpt,guaB,double,0.5413
alpha-Keto-Glutaric,b0073,b1800,leuB,dmlA,double,0.5413
alpha-Keto-Glutaric,b0723,b3733,sdhA,atpG,double,0.5413
alpha-Keto-Glutaric,b0728,b3738,sucC,atpB,double,0.5413
alpha-Keto-Glutaric,b0727,b3732,sucB,atpD,double,0.5413
alpha-Keto-Glutaric,b0726,b3738,sucA,atpB,double,0.5413
alpha-Keto-Glutaric,b0077,b3671,ilvI,ilvB,double,0.5413
alpha-Keto-Glutaric,b0723,b3737,sdhA,atpE,double,0.5413
alpha-Keto-Glutaric,b0116,b3733,lpd,atpG,double,0.5413
alpha-Keto-Glutaric,b0171,b0910,pyrH,cmk,double,0.5413
alpha-Keto-Glutaric,b1190,b4053,dadX,alr,double,0.5413
alpha-Keto-Glutaric,b0726,b3731,sucA,atpC,double,0.5413
alpha-Keto-Glutaric,b0728,b3731,sucC,atpC,double,0.5413
alpha-Keto-Glutaric,b0726,b3736,sucA,atpF,double,0.5413
alpha-Keto-Glutaric,b0728,b3736,sucC,atpF,double,0.5413
alpha-Keto-Glutaric,b0764,b2422,modB,cysA,double,0.5413
alpha-Keto-Glutaric,b1852,b3386,zwf,rpe,double,0.5413
alpha-Keto-Glutaric,b0616,b0723,citE,sdhA,double,0.5413
alpha-Keto-Glutaric,b0729,b3731,sucD,atpC,double,0.5413
alpha-Keto-Glutaric,b0721,b3737,sdhC,atpE,double,0.5413
alpha-Keto-Glutaric,b1761,b3213,gdhA,gltD,double,0.5413
alpha-Keto-Glutaric,b0721,b3731,sdhC,atpC,double,0.5413
alpha-Keto-Glutaric,b0763,b2424,modA,cysU,double,0.5413
alpha-Keto-Glutaric,b0729,b3737,sucD,atpE,double,0.5413
alpha-Keto-Glutaric,b0033,b0521,carB,ybcF,double,0.5413
alpha-Keto-Glutaric,b0724,b3733,sdhB,atpG,double,0.5413
alpha-Keto-Glutaric,b0092,b0381,ddlB,ddlA,double,0.5413
alpha-Keto-Glutaric,b1096,b4039,pabC,ubiC,double,0.5413
alpha-Keto-Glutaric,b0728,b3735,sucC,atpH,double,0.5413
alpha-Keto-Glutaric,b0726,b3735,sucA,atpH,double,0.5413
alpha-Keto-Glutaric,b0723,b3738,sdhA,atpB,double,0.5413
alpha-Keto-Glutaric,b0729,b3734,sucD,atpA,double,0.5413
alpha-Keto-Glutaric,b0764,b2424,modB,cysU,double,0.5413
alpha-Keto-Glutaric,b0724,b3734,sdhB,atpA,double,0.5413
alpha-Keto-Glutaric,b0273,b4254,argF,argI,double,0.5413
alpha-Keto-Glutaric,b0763,b2423,modA,cysW,double,0.5413
alpha-Keto-Glutaric,b0614,b0724,citX,sdhB,double,0.5413
alpha-Keto-Glutaric,b0765,b2423,modC,cysW,double,0.5413
alpha-Keto-Glutaric,b0723,b3736,sdhA,atpF,double,0.5413
alpha-Keto-Glutaric,b0616,b0724,citE,sdhB,double,0.5413
alpha-Keto-Glutaric,b0617,b0724,citD,sdhB,double,0.5413
alpha-Keto-Glutaric,b0722,b3736,sdhD,atpF,double,0.5413
alpha-Keto-Glutaric,b0723,b3732,sdhA,atpD,double,0.5413
alpha-Keto-Glutaric,b0614,b0723,citX,sdhA,double,0.5413
alpha-Keto-Glutaric,b1849,b2500,purT,purN,double,0.5413
alpha-Keto-Glutaric,b0727,b3735,sucB,atpH,double,0.5413
alpha-Keto-Glutaric,b0721,b3735,sdhC,atpH,double,0.5413
alpha-Keto-Glutaric,b0116,b3732,lpd,atpD,double,0.5413
alpha-Keto-Glutaric,b0767,b3386,pgl,rpe,double,0.5413
alpha-Keto-Glutaric,b0615,b0722,citF,sdhD,double,0.5413
alpha-Keto-Glutaric,b0729,b3738,sucD,atpB,double,0.5413
alpha-Keto-Glutaric,b0721,b3738,sdhC,atpB,double,0.5413
alpha-Keto-Glutaric,b0078,b3670,ilvH,ilvN,double,0.5413
alpha-Keto-Glutaric,b0755,b3612,gpmA,gpmM,double,0.5413
alpha-Keto-Glutaric,b0722,b3733,sdhD,atpG,double,0.5413
alpha-Keto-Glutaric,b2436,b3867,hemF,hemN,double,0.5413
alpha-Keto-Glutaric,b0077,b3670,ilvI,ilvN,double,0.5413
alpha-Keto-Glutaric,b0116,b3736,lpd,atpF,double,0.5413
alpha-Keto-Glutaric,b2235,b4238,nrdB,nrdD,double,0.5413
alpha-Keto-Glutaric,b0724,b3732,sdhB,atpD,double,0.5413
alpha-Keto-Glutaric,b0727,b3734,sucB,atpA,double,0.5413
alpha-Keto-Glutaric,b1090,b4041,plsX,plsB,double,0.5413
alpha-Keto-Glutaric,b0116,b3735,lpd,atpH,double,0.5413
alpha-Keto-Glutaric,b0722,b3737,sdhD,atpE,double,0.5413
alpha-Keto-Glutaric,b1761,b3212,gdhA,gltB,double,0.5413
alpha-Keto-Glutaric,b0728,b3737,sucC,atpE,double,0.5413
alpha-Keto-Glutaric,b0726,b3737,sucA,atpE,double,0.5413
alpha-Keto-Glutaric,b0722,b3731,sdhD,atpC,double,0.5413
alpha-Keto-Glutaric,b0614,b0722,citX,sdhD,double,0.5413
alpha-Keto-Glutaric,b0726,b3732,sucA,atpD,double,0.5413
alpha-Keto-Glutaric,b2234,b4238,nrdA,nrdD,double,0.5413
alpha-Keto-Glutaric,b0728,b3732,sucC,atpD,double,0.5413
alpha-Keto-Glutaric,b0727,b3738,sucB,atpB,double,0.5413
alpha-Keto-Glutaric,b3059,b4041,plsY,plsB,double,0.5413
alpha-Keto-Glutaric,b0616,b0722,citE,sdhD,double,0.5413
alpha-Keto-Glutaric,b0617,b0722,citD,sdhD,double,0.5413
alpha-Keto-Glutaric,b0724,b3736,sdhB,atpF,double,0.5413
alpha-Keto-Glutaric,b0674,b3744,asnB,asnA,double,0.5413
alpha-Keto-Glutaric,b0765,b2424,modC,cysU,double,0.5413
alpha-Keto-Glutaric,b0844,b3812,ybjI,yigB,double,0.5413
alpha-Keto-Glutaric,b0721,b3733,sdhC,atpG,double,0.5413
alpha-Keto-Glutaric,b0727,b3737,sucB,atpE,double,0.5413
alpha-Keto-Glutaric,b0729,b3733,sucD,atpG,double,0.5413
alpha-Keto-Glutaric,b0078,b3671,ilvH,ilvB,double,0.5413
alpha-Keto-Glutaric,b1378,b3924,pfo,fpr,double,0.5413
alpha-Keto-Glutaric,b0726,b3734,sucA,atpA,double,0.5413
alpha-Keto-Glutaric,b0728,b3734,sucC,atpA,double,0.5413
alpha-Keto-Glutaric,b0724,b3738,sdhB,atpB,double,0.5413
alpha-Keto-Glutaric,b0870,b2320,ltaE,pdxB,double,0.5413
alpha-Keto-Glutaric,b0728,b3733,sucC,atpG,double,0.5413
alpha-Keto-Glutaric,b0726,b3733,sucA,atpG,double,0.5413
alpha-Keto-Glutaric,b0723,b3735,sdhA,atpH,double,0.5413
alpha-Keto-Glutaric,b2551,b4388,glyA,serB,double,0.5413
alpha-Keto-Glutaric,b0615,b0724,citF,sdhB,double,0.5413
alpha-Keto-Glutaric,b0116,b3731,lpd,atpC,double,0.5413
alpha-Keto-Glutaric,b0452,b0954,tesB,fabA,double,0.5413
alpha-Keto-Glutaric,b1692,b3281,ydiB,aroE,double,0.5413
alpha-Keto-Glutaric,b2582,b3781,trxC,trxA,double,0.5413
Glycerol,b0825,b3946,fsaA,fsaB,double,0.4855
Glycerol,b0092,b0381,ddlB,ddlA,double,0.4855
Glycerol,b0388,b3390,aroL,aroK,double,0.4855
Glycerol,b2436,b3867,hemF,hemN,double,0.4855
Glycerol,b0077,b3670,ilvI,ilvN,double,0.4855
Glycerol,b0765,b2422,modC,cysA,double,0.4855
Glycerol,b2235,b4238,nrdB,nrdD,double,0.4855
Glycerol,b3829,b4019,metE,metH,double,0.4855
Glycerol,b0928,b4054,aspC,tyrB,double,0.4855
Glycerol,b1096,b4039,pabC,ubiC,double,0.4855
Glycerol,b2551,b2913,glyA,serA,double,0.4855
Glycerol,b3117,b3772,tdcB,ilvA,double,0.4855
Glycerol,b1723,b3916,pfkB,pfkA,double,0.4855
Glycerol,b0033,b0521,carB,ybcF,double,0.4855
Glycerol,b3386,b4025,rpe,pgi,double,0.4855
Glycerol,b1090,b4041,plsX,plsB,double,0.4855
Glycerol,b2508,b2868,guaB,xdhC,double,0.4855
Glycerol,b0048,b1606,folA,folM,double,0.4855
Glycerol,b1761,b3212,gdhA,gltB,double,0.4855
Glycerol,b0954,b3846,fabA,fadB,double,0.4855
Glycerol,b0764,b2423,modB,cysW,double,0.4855
Glycerol,b0764,b2424,modB,cysU,double,0.4855
Glycerol,b2414,b2421,cysK,cysM,double,0.4855
Glycerol,b0273,b4254,argF,argI,double,0.4855
Glycerol,b0763,b2423,modA,cysW,double,0.4855
Glycerol,b2508,b2866,guaB,xdhA,double,0.4855
Glycerol,b1692,b3281,ydiB,aroE,double,0.4855
Glycerol,b2029,b3386,gnd,rpe,double,0.4855
Glycerol,b0765,b2423,modC,cysW,double,0.4855
Glycerol,b2234,b4238,nrdA,nrdD,double,0.4855
Glycerol,b0763,b2422,modA,cysA,double,0.4855
Glycerol,b0870,b2551,ltaE,glyA,double,0.4855
Glycerol,b0155,b1592,clcA,clcB,double,0.4855
Glycerol,b3059,b4041,plsY,plsB,double,0.4855
Glycerol,b2465,b2935,tktB,tktA,double,0.4855
Glycerol,b0002,b3940,thrA,metL,double,0.4855
Glycerol,b0238,b2508,gpt,guaB,double,0.4855
Glycerol,b0073,b1800,leuB,dmlA,double,0.4855
Glycerol,b0907,b2551,serC,glyA,double,0.4855
Glycerol,b0870,b0907,ltaE,serC,double,0.4855
Glycerol,b0674,b3744,asnB,asnA,double,0.4855
Glycerol,b0077,b3671,ilvI,ilvB,double,0.4855
Glycerol,b0765,b2424,modC,cysU,double,0.4855
Glycerol,b0763,b2424,modA,cysU,double,0.4855
Glycerol,b0844,b3812,ybjI,yigB,double,0.4855
Glycerol,b1761,b3213,gdhA,gltD,double,0.4855
Glycerol,b0126,b0339,can,cynT,double,0.4855
Glycerol,b0684,b2895,fldA,fldB,double,0.4855
Glycerol,b0078,b3671,ilvH,ilvB,double,0.4855
Glycerol,b1190,b4053,dadX,alr,double,0.4855
Glycerol,b1378,b3924,pfo,fpr,double,0.4855
Glycerol,b0171,b0910,pyrH,cmk,double,0.4855
Glycerol,b0118,b1276,acnB,acnA,double,0.4855
Glycerol,b1849,b2500,purT,purN,double,0.4855
Glycerol,b0870,b2320,ltaE,pdxB,double,0.4855
Glycerol,b0764,b2422,modB,cysA,double,0.4855
Glycerol,b1852,b3386,zwf,rpe,double,0.4855
Glycerol,b0767,b3386,pgl,rpe,double,0.4855
Glycerol,b0149,b3396,mrcB,mrcA,double,0.4855
Glycerol,b2551,b4388,glyA,serB,double,0.4855
Glycerol,b0099,b1865,mutT,nudB,double,0.4855
Glycerol,b0954,b2836,fabA,aas,double,0.4855
Glycerol,b1622,b3008,malY,metC,double,0.4855
Glycerol,b2097,b2925,fbaB,fbaA,double,0.4855
Glycerol,b0452,b0954,tesB,fabA,double,0.4855
Glycerol,b2582,b3781,trxC,trxA,double,0.4855
Glycerol,b2508,b2867,guaB,xdhB,double,0.4855
Glycerol,b2708,b3197,srlQ,kdsD,double,0.4855
Glycerol,b0078,b3670,ilvH,ilvN,double,0.4855
Glycerol,b0755,b3612,gpmA,gpmM,double,0.4855
Glycerol,b0032,b0521,carA,ybcF,double,0.4855
Succinic Acid,b0092,b0381,ddlB,ddlA,double,0.444
Succinic Acid,b0388,b3390,aroL,aroK,double,0.444
Succinic Acid,b2436,b3867,hemF,hemN,double,0.444
Succinic Acid,b0077,b3670,ilvI,ilvN,double,0.444
Succinic Acid,b0765,b2422,modC,cysA,double,0.444
Succinic Acid,b2235,b4238,nrdB,nrdD,double,0.444
Succinic Acid,b3829,b4019,metE,metH,double,0.444
Succinic Acid,b0928,b4054,aspC,tyrB,double,0.444
Succinic Acid,b2551,b2913,glyA,serA,double,0.444
Succinic Acid,b1096,b4039,pabC,ubiC,double,0.444
Succinic Acid,b3117,b3772,tdcB,ilvA,double,0.444
Succinic Acid,b3386,b4025,rpe,pgi,double,0.444
Succinic Acid,b1090,b4041,plsX,plsB,double,0.444
Succinic Acid,b2508,b2868,guaB,xdhC,double,0.444
Succinic Acid,b0048,b1606,folA,folM,double,0.444
Succinic Acid,b1761,b3212,gdhA,gltB,double,0.444
Succinic Acid,b0954,b3846,fabA,fadB,double,0.444
Succinic Acid,b0764,b2423,modB,cysW,double,0.444
Succinic Acid,b2414,b2421,cysK,cysM,double,0.444
Succinic Acid,b0764,b2424,modB,cysU,double,0.444
Succinic Acid,b0273,b4254,argF,argI,double,0.444
Succinic Acid,b0763,b2423,modA,cysW,double,0.444
Succinic Acid,b2508,b2866,guaB,xdhA,double,0.444
Succinic Acid,b0765,b2423,modC,cysW,double,0.444
Succinic Acid,b2029,b3386,gnd,rpe,double,0.444
Succinic Acid,b2234,b4238,nrdA,nrdD,double,0.444
Succinic Acid,b0763,b2422,modA,cysA,double,0.444
Succinic Acid,b0870,b2551,ltaE,glyA,double,0.444
Succinic Acid,b3059,b4041,plsY,plsB,double,0.444
Succinic Acid,b0155,b1592,clcA,clcB,double,0.444
Succinic Acid,b2465,b2935,tktB,tktA,double,0.444
Succinic Acid,b0002,b3940,thrA,metL,double,0.444
Succinic Acid,b0907,b2551,serC,glyA,double,0.444
Succinic Acid,b0238,b2508,gpt,guaB,double,0.444
Succinic Acid,b0073,b1800,leuB,dmlA,double,0.444
Succinic Acid,b0870,b0907,ltaE,serC,double,0.444
Succinic Acid,b0674,b3744,asnB,asnA,double,0.444
Succinic Acid,b0077,b3671,ilvI,ilvB,double,0.444
Succinic Acid,b0765,b2424,modC,cysU,double,0.444
Succinic Acid,b0763,b2424,modA,cysU,double,0.444
Succinic Acid,b0844,b3812,ybjI,yigB,double,0.444
Succinic Acid,b1761,b3213,gdhA,gltD,double,0.444
Succinic Acid,b0171,b0910,pyrH,cmk,double,0.444
Succinic Acid,b0684,b2895,fldA,fldB,double,0.444
Succinic Acid,b0078,b3671,ilvH,ilvB,double,0.444
Succinic Acid,b0126,b0339,can,cynT,double,0.444
Succinic Acid,b1378,b3924,pfo,fpr,double,0.444
Succinic Acid,b1190,b4053,dadX,alr,double,0.444
Succinic Acid,b0032,b0521,carA,ybcF,double,0.444
Succinic Acid,b0118,b1276,acnB,acnA,double,0.444
Succinic Acid,b0755,b3612,gpmA,gpmM,double,0.444
Succinic Acid,b1849,b2500,purT,purN,double,0.444
Succinic Acid,b2708,b3197,srlQ,kdsD,double,0.444
Succinic Acid,b0870,b2320,ltaE,pdxB,double,0.444
Succinic Acid,b0764,b2422,modB,cysA,double,0.444
Succinic Acid,b1852,b3386,zwf,rpe,double,0.444
Succinic Acid,b0954,b2836,fabA,aas,double,0.444
Succinic Acid,b0149,b3396,mrcB,mrcA,double,0.444
Succinic Acid,b2551,b4388,glyA,serB,double,0.444
Succinic Acid,b0099,b1865,mutT,nudB,double,0.444
Succinic Acid,b0767,b3386,pgl,rpe,double,0.444
Succinic Acid,b1622,b3008,malY,metC,double,0.444
Succinic Acid,b0452,b0954,tesB,fabA,double,0.444
Succinic Acid,b2508,b2867,guaB,xdhB,double,0.444
Succinic Acid,b1692,b3281,ydiB,aroE,double,0.444
Succinic Acid,b0078,b3670,ilvH,ilvN,double,0.444
Succinic Acid,b0033,b0521,carB,ybcF,double,0.444
Succinic Acid,b2582,b3781,trxC,trxA,double,0.444
L-Aspartic Acid,b0092,b0381,ddlB,ddlA,double,0.4051
L-Aspartic Acid,b0388,b3390,aroL,aroK,double,0.4051
L-Aspartic Acid,b2436,b3867,hemF,hemN,double,0.4051
L-Aspartic Acid,b0077,b3670,ilvI,ilvN,double,0.4051
L-Aspartic Acid,b0765,b2422,modC,cysA,double,0.4051
L-Aspartic Acid,b2235,b4238,nrdB,nrdD,double,0.4051
L-Aspartic Acid,b3829,b4019,metE,metH,double,0.4051
L-Aspartic Acid,b2551,b2913,glyA,serA,double,0.4051
L-Aspartic Acid,b1096,b4039,pabC,ubiC,double,0.4051
L-Aspartic Acid,b3117,b3772,tdcB,ilvA,double,0.4051
L-Aspartic Acid,b0033,b0521,carB,ybcF,double,0.4051
L-Aspartic Acid,b3386,b4025,rpe,pgi,double,0.4051
L-Aspartic Acid,b1090,b4041,plsX,plsB,double,0.4051
L-Aspartic Acid,b2508,b2868,guaB,xdhC,double,0.4051
L-Aspartic Acid,b0048,b1606,folA,folM,double,0.4051
L-Aspartic Acid,b0954,b3846,fabA,fadB,double,0.4051
L-Aspartic Acid,b0764,b2423,modB,cysW,double,0.4051
L-Aspartic Acid,b2414,b2421,cysK,cysM,double,0.4051
L-Aspartic Acid,b0764,b2424,modB,cysU,double,0.4051
L-Aspartic Acid,b0273,b4254,argF,argI,double,0.4051
L-Aspartic Acid,b0763,b2423,modA,cysW,double,0.4051
L-Aspartic Acid,b2508,b2866,guaB,xdhA,double,0.4051
L-Aspartic Acid,b1692,b3281,ydiB,aroE,double,0.4051
L-Aspartic Acid,b0765,b2423,modC,cysW,double,0.4051
L-Aspartic Acid,b2029,b3386,gnd,rpe,double,0.4051
L-Aspartic Acid,b2234,b4238,nrdA,nrdD,double,0.4051
L-Aspartic Acid,b0763,b2422,modA,cysA,double,0.4051
L-Aspartic Acid,b0870,b2551,ltaE,glyA,double,0.4051
L-Aspartic Acid,b3059,b4041,plsY,plsB,double,0.4051
L-Aspartic Acid,b0155,b1592,clcA,clcB,double,0.4051
L-Aspartic Acid,b2465,b2935,tktB,tktA,double,0.4051
L-Aspartic Acid,b0002,b3940,thrA,metL,double,0.4051
L-Aspartic Acid,b0907,b2551,serC,glyA,double,0.4051
L-Aspartic Acid,b0238,b2508,gpt,guaB,double,0.4051
L-Aspartic Acid,b0073,b1800,leuB,dmlA,double,0.4051
L-Aspartic Acid,b0870,b0907,ltaE,serC,double,0.4051
L-Aspartic Acid,b0674,b3744,asnB,asnA,double,0.4051
L-Aspartic Acid,b0077,b3671,ilvI,ilvB,double,0.4051
L-Aspartic Acid,b0765,b2424,modC,cysU,double,0.4051
L-Aspartic Acid,b0763,b2424,modA,cysU,double,0.4051
L-Aspartic Acid,b0844,b3812,ybjI,yigB,double,0.4051
L-Aspartic Acid,b0171,b0910,pyrH,cmk,double,0.4051
L-Aspartic Acid,b0126,b0339,can,cynT,double,0.4051
L-Aspartic Acid,b0684,b2895,fldA,fldB,double,0.4051
L-Aspartic Acid,b0078,b3671,ilvH,ilvB,double,0.4051
L-Aspartic Acid,b1378,b3924,pfo,fpr,double,0.4051
L-Aspartic Acid,b1190,b4053,dadX,alr,double,0.4051
L-Aspartic Acid,b0032,b0521,carA,ybcF,double,0.4051
L-Aspartic Acid,b0118,b1276,acnB,acnA,double,0.4051
L-Aspartic Acid,b1849,b2500,purT,purN,double,0.4051
L-Aspartic Acid,b0870,b2320,ltaE,pdxB,double,0.4051
L-Aspartic Acid,b0764,b2422,modB,cysA,double,0.4051
L-Aspartic Acid,b1852,b3386,zwf,rpe,double,0.4051
L-Aspartic Acid,b0954,b2836,fabA,aas,double,0.4051
L-Aspartic Acid,b0767,b3386,pgl,rpe,double,0.4051
L-Aspartic Acid,b0149,b3396,mrcB,mrcA,double,0.4051
L-Aspartic Acid,b0099,b1865,mutT,nudB,double,0.4051
L-Aspartic Acid,b2551,b4388,glyA,serB,double,0.4051
L-Aspartic Acid,b1622,b3008,malY,metC,double,0.4051
L-Aspartic Acid,b0452,b0954,tesB,fabA,double,0.4051
L-Aspartic Acid,b2508,b2867,guaB,xdhB,double,0.4051
L-Aspartic Acid,b2708,b3197,srlQ,kdsD,double,0.4051
L-Aspartic Acid,b0078,b3670,ilvH,ilvN,double,0.4051
L-Aspartic Acid,b0755,b3612,gpmA,gpmM,double,0.4051
L-Aspartic Acid,b2582,b3781,trxC,trxA,double,0.4051
L-Malic Acid,b0092,b0381,ddlB,ddlA,double,0.4051
L-Malic Acid,b0388,b3390,aroL,aroK,double,0.4051
L-Malic Acid,b2436,b3867,hemF,hemN,double,0.4051
L-Malic Acid,b0077,b3670,ilvI,ilvN,double,0.4051
L-Malic Acid,b0765,b2422,modC,cysA,double,0.4051
L-Malic Acid,b2235,b4238,nrdB,nrdD,double,0.4051
L-Malic Acid,b3829,b4019,metE,metH,double,0.4051
L-Malic Acid,b0928,b4054,aspC,tyrB,double,0.4051
